gameDuration,victory,FirstBlood,Dragon,Baron,Tower,Inhibitor
1927,1,1,2,1,10,3
1879,0,0,1,0,2,0
1981,0,0,1,0,6,1
1703,0,1,1,0,4,0
1185,0,1,0,0,0,0
1670,0,1,0,0,3,0
1444,1,1,2,1,11,3
1965,0,0,0,0,3,0
1611,0,0,0,0,1,0
1605,1,1,2,1,11,3
2141,0,1,1,0,2,0
2391,0,1,0,0,1,0
1521,1,1,1,1,10,2
2768,1,1,2,2,10,2
1926,1,0,3,1,11,3
3548,1,1,2,1,9,2
1097,0,0,0,0,0,0
1499,1,1,3,0,11,3
1304,1,0,2,0,9,2
2137,1,1,2,2,9,1
1328,0,1,1,0,0,0
1380,0,0,0,0,0,0
2230,0,0,2,0,3,0
2081,0,0,0,0,1,0
1098,0,1,0,0,0,0
1603,0,0,1,1,0,0
1994,1,1,1,0,9,1
2432,0,1,0,0,5,0
1873,0,0,1,0,2,0
1600,1,1,1,1,11,3
1876,0,0,1,0,6,0
2102,1,1,2,1,10,3
1718,0,0,3,0,5,0
2173,0,1,1,0,4,0
2273,0,1,4,1,4,0
1955,0,1,0,0,2,0
1727,1,1,3,1,10,2
1820,0,1,1,0,4,0
2452,1,1,4,2,10,2
1270,1,1,2,0,7,1
1846,0,1,0,0,4,0
1730,0,0,0,0,3,0
1263,0,0,0,0,0,0
2029,0,0,1,1,2,0
2643,1,0,4,3,11,3
2666,0,0,1,2,8,1
2591,0,0,4,0,10,2
1761,1,1,1,1,11,3
1338,1,1,1,0,8,1
1737,0,1,3,0,5,0
1938,1,1,3,1,8,1
1723,1,0,0,1,5,1
2043,0,0,2,0,4,0
2049,0,0,0,0,1,0
2326,0,1,1,0,7,2
1995,0,1,1,0,1,0
1543,0,0,1,0,3,0
1928,1,0,2,1,11,3
1908,0,0,1,0,3,0
1989,1,1,3,2,11,4
1006,0,0,0,0,0,0
1831,1,1,3,0,8,2
2121,1,0,3,0,10,2
1481,1,1,1,0,7,1
3156,1,0,0,2,9,1
1514,1,1,2,1,10,2
1494,0,0,0,0,1,0
1624,0,0,0,0,0,0
1800,0,1,2,0,7,0
2740,1,1,3,0,10,2
2098,0,1,1,1,6,0
2379,1,0,2,2,8,1
1651,0,0,0,0,2,0
1903,0,1,1,0,1,0
1418,1,0,1,0,8,2
1243,1,0,2,0,9,3
1875,0,0,2,0,2,0
2207,1,1,3,0,10,3
2169,0,1,1,1,6,0
2193,0,1,1,0,6,0
2216,1,0,2,0,11,3
2778,1,0,4,2,11,6
2465,1,1,4,1,10,2
1780,1,1,3,1,9,1
1232,0,0,0,0,0,0
1364,1,0,1,0,7,2
2231,1,0,4,2,11,4
2012,1,0,1,1,9,2
2166,1,1,3,0,8,1
3494,0,1,2,2,9,3
2139,1,0,3,1,9,2
1689,1,1,3,0,10,3
1550,0,1,0,0,2,0
1957,0,1,2,1,4,0
1597,0,1,0,0,0,0
1837,1,1,3,1,10,2
2082,0,0,3,0,4,0
1970,0,0,0,0,2,0
1938,0,1,1,0,3,0
1468,0,0,0,0,0,0
1360,1,1,2,0,8,2
1693,1,0,2,0,10,2
1973,1,1,2,1,7,1
1270,1,0,2,0,10,2
1954,0,0,1,0,4,0
1328,1,0,2,1,10,1
659,0,0,0,0,0,0
1968,0,1,2,1,6,0
2279,0,1,3,0,9,4
1415,1,1,0,0,7,1
2176,1,0,3,2,10,2
1342,1,1,1,0,10,2
2473,1,0,2,0,10,1
1276,1,1,2,1,7,1
1327,1,1,1,0,10,2
1894,1,1,2,1,9,1
2230,1,1,2,2,11,5
1748,1,0,2,1,10,1
1340,0,0,0,0,0,0
1296,0,1,0,0,1,0
2161,0,0,2,0,4,1
1826,1,1,3,1,11,2
2490,0,0,2,1,6,1
2022,1,1,2,1,9,1
2202,0,0,1,0,4,0
1557,1,1,2,1,11,3
1725,0,0,0,0,0,0
2101,1,0,4,1,10,2
1895,0,0,1,0,3,0
2326,0,1,3,1,9,1
1356,0,0,0,0,1,0
1834,1,1,2,1,9,2
1524,1,1,2,1,9,2
1996,0,1,1,0,4,0
1742,0,1,3,0,3,0
1818,0,0,0,0,2,0
2074,1,1,4,1,11,3
2012,1,1,3,1,8,1
1805,1,1,2,0,8,1
2421,1,1,3,2,9,2
1433,1,1,2,0,8,2
2375,0,0,2,1,9,2
2401,1,0,1,2,7,1
1778,0,0,0,0,2,0
1247,0,0,1,0,0,0
2561,0,1,1,0,2,0
1533,0,0,1,0,0,0
1344,0,0,0,0,0,0
2445,0,0,0,0,0,0
2121,0,0,1,0,2,0
1802,0,0,0,0,1,0
2577,1,0,4,1,10,2
1367,1,0,1,0,11,3
1775,0,0,1,0,0,0
1810,1,1,3,0,11,2
1734,1,0,2,1,11,3
2043,0,0,1,0,6,1
2503,1,0,2,2,8,1
1955,0,0,0,0,4,0
2188,1,0,1,1,9,1
1473,1,1,2,1,9,1
1445,1,1,2,1,10,2
1511,1,0,2,1,11,3
1930,1,0,1,1,9,2
1640,1,1,3,1,11,4
1983,1,0,3,0,11,5
1736,1,1,1,1,11,4
2244,0,0,2,0,6,0
1234,1,1,1,0,6,1
2011,0,0,1,0,0,0
3037,0,0,3,1,6,1
2325,1,1,4,1,10,4
2057,0,1,2,0,3,0
1882,0,1,2,0,4,0
2323,1,0,4,2,9,2
1807,0,0,1,0,3,0
1908,1,1,2,0,10,3
1191,1,0,1,0,7,1
1396,0,0,2,0,2,0
1864,1,1,3,1,7,1
1561,0,1,0,0,0,0
1774,0,1,1,0,1,0
1452,0,0,1,0,1,0
2229,1,0,2,1,10,3
1242,1,0,1,0,7,1
1577,0,1,0,0,0,0
2211,0,0,2,0,5,0
1501,1,1,3,0,9,2
2153,1,0,2,2,8,1
1282,1,1,1,0,7,1
3072,1,1,3,3,10,3
1916,1,1,2,0,9,2
1321,1,1,1,0,7,1
2536,0,1,2,0,3,0
1212,0,0,0,0,0,0
1699,1,1,1,1,10,2
1842,0,1,2,1,2,0
2027,1,1,2,1,7,1
3105,1,0,2,2,11,6
2081,0,1,2,1,2,0
1440,0,0,0,0,0,0
2327,0,0,1,0,5,0
1953,0,0,0,0,2,0
1504,1,1,3,0,10,2
1991,0,1,2,0,6,0
1256,1,1,1,0,6,1
1205,0,0,0,0,0,0
1971,1,1,2,1,10,2
1893,1,1,4,1,10,2
2391,0,0,0,0,3,0
1933,1,1,2,0,11,4
1699,1,0,1,0,10,2
1688,0,0,0,0,0,0
2195,0,0,2,0,2,0
2564,1,1,1,2,8,2
1387,0,0,1,0,0,0
2031,1,1,4,2,8,2
2589,1,1,1,1,9,1
1985,1,1,3,0,10,2
2261,0,0,2,0,6,1
1970,0,1,0,0,1,0
2072,1,1,2,1,11,4
1272,1,1,3,0,10,1
1556,1,0,1,0,8,1
2216,0,1,1,0,8,2
1454,1,0,2,0,9,2
2587,1,1,0,1,9,2
2428,0,0,0,0,3,0
1950,1,1,3,1,10,2
1568,1,0,3,1,11,2
1938,1,0,3,1,9,1
1362,0,0,0,0,2,0
1582,0,0,0,0,0,0
1110,0,0,0,0,0,0
2020,0,1,1,0,2,0
1573,0,1,0,0,1,0
2110,1,1,3,1,11,3
2655,0,0,2,1,9,1
2778,1,1,3,2,10,2
2203,0,0,2,1,8,2
1490,1,0,1,0,7,2
2590,1,1,4,2,9,2
2133,1,0,4,0,9,2
1726,1,1,2,0,8,1
1809,0,0,2,0,2,0
1651,1,1,2,0,10,1
2445,0,0,2,1,10,6
1199,1,1,2,0,7,1
1728,1,1,3,0,11,3
1542,1,0,2,0,9,1
2063,1,0,2,1,11,3
1210,1,1,2,0,6,1
1796,0,0,1,0,1,0
1929,0,0,0,0,3,0
1656,0,0,0,0,0,0
2083,1,1,3,2,11,4
1817,1,1,0,1,8,1
1942,0,1,0,0,1,0
1834,0,0,0,0,0,0
2863,0,1,1,2,7,1
1518,0,1,0,0,0,0
1595,1,1,2,0,6,1
2119,1,0,2,0,8,1
2480,0,0,2,0,2,0
1841,0,1,2,1,1,0
2022,0,1,0,0,1,0
1281,0,1,0,0,1,0
1374,1,1,1,1,6,1
2083,1,1,3,1,11,1
2382,0,0,2,1,5,0
2261,1,1,3,2,11,5
2510,0,0,0,0,3,0
2436,1,1,4,3,7,1
1182,0,0,1,0,0,0
1773,1,0,3,1,10,2
2465,0,1,3,1,8,4
3108,1,0,2,1,9,2
1778,0,0,1,0,2,0
1693,0,1,1,0,0,0
1960,0,1,0,0,3,0
2470,1,1,3,1,7,1
2150,0,1,1,1,5,0
1682,1,1,2,1,11,3
2120,0,0,2,0,1,0
1412,0,1,2,0,4,0
1303,0,1,1,0,0,0
2013,1,0,3,1,11,3
2053,1,0,0,1,6,1
1616,0,0,0,0,1,0
1689,1,0,2,1,8,1
1298,0,1,0,0,0,0
2313,0,1,0,0,2,0
3270,0,0,2,2,8,4
2046,0,1,2,0,5,0
2497,1,0,3,2,10,2
2226,0,0,1,0,3,0
2189,1,1,2,1,7,1
2154,0,1,2,0,8,2
1619,1,0,2,1,10,2
1568,0,0,0,0,0,0
2666,0,1,4,1,10,4
2166,0,1,2,0,5,0
2066,0,1,0,0,3,0
1309,0,0,0,0,2,0
1960,1,0,0,0,8,2
1665,1,0,3,0,11,3
2251,0,0,4,0,8,1
1545,1,1,1,0,7,2
2019,1,0,3,0,11,4
2132,0,0,3,0,1,0
1238,0,0,0,0,0,0
2060,0,0,1,0,2,0
1465,0,0,1,0,2,0
1848,1,0,2,0,8,2
2440,1,0,2,1,11,5
1653,0,0,0,0,0,0
2244,1,1,3,1,11,4
1633,0,0,0,0,1,0
1562,1,0,2,1,10,2
2034,0,0,0,0,0,0
2086,1,0,4,1,9,3
1684,1,1,2,1,10,2
2553,1,0,2,1,8,2
1818,1,1,1,1,10,1
2321,0,0,1,0,3,0
2187,0,0,0,0,3,0
1846,1,0,1,1,8,1
1730,1,0,2,0,8,1
1549,0,1,0,0,0,0
2133,1,0,1,2,10,1
1700,0,0,0,0,2,0
1705,0,0,0,0,3,0
1888,0,0,1,0,2,0
1668,1,1,3,1,11,3
1622,0,0,0,0,2,0
1341,1,1,1,0,9,2
1570,1,1,2,1,10,3
2501,1,1,4,0,9,4
795,1,1,1,0,6,1
2379,0,0,0,0,2,0
1734,1,1,1,1,8,1
2558,0,1,2,1,4,0
980,1,1,2,0,7,2
2313,0,1,3,1,6,1
1967,0,0,0,0,1,0
2246,1,1,3,0,10,2
2536,0,1,6,1,9,2
2293,0,0,2,1,4,0
2120,1,1,0,0,7,1
2218,0,1,4,0,4,0
2353,0,0,1,1,3,0
1916,1,1,2,0,9,2
2567,1,0,1,1,9,2
2128,1,1,2,1,7,1
3101,1,1,3,1,9,3
1820,0,0,0,0,0,0
2097,0,0,2,0,0,0
1601,1,1,1,1,7,1
1801,1,0,2,0,11,1
1382,0,0,0,0,0,0
1655,1,1,1,0,9,2
1951,1,1,4,1,10,2
1587,0,1,0,1,2,0
3060,1,0,1,3,10,2
1833,0,0,1,0,3,0
1612,0,0,1,0,1,0
1681,1,1,2,1,11,1
1968,1,1,3,1,9,1
1754,1,1,2,0,7,1
1633,0,1,0,0,1,0
2099,1,0,1,1,7,1
1630,1,1,2,1,9,2
1452,1,0,2,0,11,3
2270,0,1,1,0,2,0
1628,1,1,1,1,11,3
1691,0,1,0,0,2,0
2116,0,1,2,0,7,1
1963,1,1,1,1,11,3
1328,1,0,2,0,8,1
2225,0,1,0,0,3,0
1739,1,0,3,1,10,2
1551,0,1,0,0,0,0
1640,1,1,1,0,7,1
2077,0,0,0,0,5,0
1413,0,1,1,0,0,0
2913,1,1,2,0,9,1
1963,0,0,2,0,1,0
2521,0,1,5,2,10,1
2107,0,1,1,0,2,0
2379,0,1,1,1,4,0
1887,1,1,3,1,11,2
1847,0,1,0,0,0,0
2255,0,1,2,0,2,0
1977,1,1,3,1,10,2
1899,0,1,2,0,2,0
2239,0,0,0,0,2,0
1850,1,0,1,0,6,1
1745,0,1,3,0,2,0
1130,0,1,0,0,1,0
1878,1,1,3,1,8,1
1550,0,0,1,0,1,0
1725,0,0,1,0,2,0
1431,0,1,0,0,0,0
1751,0,1,1,0,1,0
2382,1,0,2,2,10,3
2055,0,0,0,0,3,0
2221,0,0,2,0,4,0
1996,1,1,2,1,6,1
2148,1,1,5,0,9,2
2150,1,0,3,1,11,4
1541,1,0,2,1,11,2
2008,1,0,3,1,9,1
2045,1,1,3,2,11,3
1790,1,1,2,0,11,4
1648,0,0,0,0,1,0
1280,0,0,0,0,0,0
3634,0,1,4,2,6,0
1849,1,1,2,1,9,1
1512,1,1,0,0,11,3
1694,0,1,0,0,3,0
2292,1,0,5,1,7,1
1852,1,0,1,0,10,2
1934,0,0,0,0,4,0
2392,0,1,2,0,7,0
3111,0,1,4,1,9,2
2338,0,1,0,0,2,0
1882,0,0,0,0,3,0
1803,1,1,2,0,10,2
1613,0,0,0,0,0,0
2267,0,1,3,1,4,0
2465,0,0,2,0,10,1
2242,0,1,0,0,2,0
1656,0,0,0,0,2,0
1483,0,0,1,0,0,0
1851,0,1,1,0,2,0
2193,1,0,1,1,8,1
1488,0,1,1,0,0,0
1727,0,0,1,0,3,0
2120,1,1,4,1,10,2
2182,0,0,1,0,3,0
1748,0,1,0,0,1,0
2166,0,1,2,0,4,0
1801,0,1,0,0,0,0
1576,1,0,3,1,9,1
1944,1,0,0,1,11,2
1794,1,0,1,0,11,3
1391,1,1,2,0,8,1
1640,1,1,2,0,9,2
2293,1,0,3,2,11,5
1538,0,0,0,0,4,0
1992,0,0,0,0,2,0
1521,0,0,0,0,1,0
1656,1,1,2,0,11,3
1504,0,1,0,0,0,0
2479,0,0,3,0,5,0
1843,0,0,1,1,2,0
1287,0,0,0,0,0,0
2054,0,1,1,0,6,0
2557,0,1,1,0,7,1
3108,1,1,4,2,10,4
2366,0,0,3,0,4,0
987,0,0,0,0,0,0
1827,1,0,2,0,6,1
1484,0,0,0,0,2,0
2201,1,0,2,0,9,2
936,1,0,1,0,7,1
1757,1,0,2,1,11,5
1776,0,1,0,0,2,0
2281,0,0,2,0,3,0
1451,1,0,2,0,9,1
1339,0,0,0,0,1,0
1370,1,1,1,0,6,1
2043,1,0,1,1,10,2
1489,0,0,0,0,1,0
2225,0,0,0,0,0,0
2276,0,1,2,1,6,1
1846,0,0,0,0,2,0
2022,0,1,0,0,4,0
1731,0,0,0,0,0,0
1965,0,0,0,0,1,0
1486,0,1,0,0,1,0
1784,0,0,0,0,1,0
2082,1,1,3,1,10,2
2394,1,1,2,1,11,3
2533,1,0,2,1,10,3
1688,0,0,0,0,0,0
1968,1,1,2,2,10,1
1365,0,0,0,0,0,0
1872,1,1,3,0,7,1
2594,1,1,3,0,10,1
2324,0,1,1,0,5,0
2442,0,0,0,0,3,0
2089,1,0,2,1,9,1
1815,1,0,2,0,8,1
2465,1,0,3,2,10,3
1721,0,1,1,0,3,0
2362,1,0,2,0,8,1
1558,0,0,0,0,2,0
2305,0,0,2,0,5,1
2125,0,1,0,0,1,0
2935,1,1,4,3,10,2
1377,1,1,1,0,7,1
2543,1,0,5,1,9,1
2143,0,0,2,0,3,0
1601,1,1,3,0,10,1
2337,1,0,3,2,10,2
1785,1,1,3,1,10,2
1421,1,1,3,1,11,3
2620,0,0,3,1,8,4
1991,1,1,3,1,11,2
2242,1,0,0,1,9,1
2571,1,1,3,0,10,3
1548,0,0,0,0,1,0
1455,0,1,1,0,3,0
2715,1,1,1,0,10,2
2267,0,1,2,1,7,1
2818,0,1,2,0,5,0
1698,1,0,1,0,11,3
2765,0,0,1,0,6,1
2184,1,1,2,1,11,4
1536,0,1,3,0,1,0
1380,0,1,0,0,0,0
2480,1,1,3,1,11,2
2106,1,1,3,1,7,1
1687,1,0,2,1,11,3
1807,0,1,2,0,5,0
1712,0,1,1,0,5,0
2410,1,0,2,0,10,2
1866,1,1,3,0,9,1
1637,1,1,0,0,9,1
2063,0,0,1,0,5,0
2034,0,0,2,0,3,0
2162,1,1,1,1,10,2
1639,1,0,3,1,9,2
2335,0,0,2,0,2,0
1993,1,1,2,2,11,3
1660,0,0,0,0,2,0
1825,0,0,1,1,5,1
1823,1,1,3,0,7,1
1337,0,0,0,0,0,0
1966,1,1,2,1,10,3
1860,1,0,3,0,11,1
2819,1,0,3,2,10,3
2136,1,1,1,2,8,2
1601,0,1,0,0,2,0
1725,0,1,0,0,3,0
2486,0,0,3,0,5,0
2069,1,1,3,1,10,2
2093,0,0,2,0,4,0
2137,0,0,0,1,4,0
2617,1,1,3,2,10,2
1738,0,0,1,0,1,0
1648,1,1,2,0,9,1
2354,0,0,4,2,9,1
2177,0,0,0,0,4,0
1633,1,1,3,0,10,2
1808,1,1,1,1,11,3
1929,0,1,0,0,0,0
1332,0,1,1,0,1,0
1511,0,0,0,0,0,0
2148,1,0,2,1,10,2
2795,0,0,3,2,7,1
2233,0,1,4,0,7,1
1427,1,1,2,0,7,1
1939,0,0,0,0,2,0
1159,1,0,1,0,7,1
2255,0,1,0,1,3,0
1414,0,1,0,0,0,0
2276,0,0,2,0,4,0
1615,1,0,1,0,11,3
2051,0,1,2,0,6,0
2467,1,0,2,1,10,2
1863,1,0,1,1,11,3
1606,1,1,1,0,11,3
2595,1,1,3,2,11,5
1939,1,0,1,1,10,2
2172,1,0,1,0,10,2
1340,1,1,1,0,11,3
1759,1,1,2,1,9,1
1439,1,1,3,1,9,1
1967,1,0,4,1,7,2
2019,1,0,2,1,11,4
2243,1,1,3,2,10,2
1545,1,1,2,0,7,2
1696,0,1,1,0,1,0
2204,1,1,3,0,11,3
1601,1,1,2,0,11,3
1093,1,1,2,0,10,1
1772,1,0,2,1,9,2
1997,0,1,0,0,4,1
1996,1,0,3,1,9,2
2303,1,1,2,1,7,1
2019,0,1,1,0,8,1
1721,1,1,2,1,11,3
2352,0,0,1,1,8,1
1726,1,1,2,0,11,3
1536,0,0,0,0,1,0
1816,0,1,0,0,2,0
2597,1,1,3,1,9,2
554,1,1,0,0,6,1
1846,0,0,1,0,0,0
1444,1,1,2,1,8,1
1738,0,1,2,0,4,0
1706,1,1,4,0,8,2
1775,0,0,0,0,0,0
2607,1,1,4,1,10,3
1386,1,0,2,1,11,2
1694,1,0,2,1,7,1
1824,0,0,4,2,7,0
1886,1,1,2,1,11,3
2080,1,0,1,2,11,4
1368,1,1,2,1,8,1
2588,0,0,2,2,7,1
1604,1,1,2,0,8,1
2101,1,1,2,0,8,2
2530,1,1,3,1,9,2
1760,1,0,3,0,8,1
2243,1,0,2,0,7,2
2259,1,1,1,2,10,3
1988,0,0,0,0,3,0
2594,0,0,1,1,7,1
1821,1,0,1,1,11,3
2618,1,0,3,0,10,4
2016,0,1,2,0,4,0
2021,0,0,2,0,4,1
1573,0,0,0,0,0,0
2192,1,1,1,1,7,1
1329,1,1,1,0,5,1
2325,1,1,4,1,11,4
1857,0,0,0,0,5,0
1854,0,0,1,0,2,0
2300,0,1,2,1,5,0
1647,1,1,3,0,11,4
1393,0,0,0,0,1,0
1529,0,1,1,0,1,0
2465,1,1,4,1,8,1
2435,1,0,2,1,9,2
2300,0,0,1,0,3,0
1929,1,0,2,1,10,2
1314,0,1,0,0,0,0
2246,0,0,1,0,3,0
1805,1,0,3,1,10,3
2300,0,0,2,0,6,1
1695,1,1,2,0,11,3
1183,1,0,2,0,7,2
2029,0,0,1,0,0,0
2560,1,1,2,1,9,2
2629,1,1,4,2,10,3
1525,0,1,2,0,1,0
1544,1,1,2,0,8,2
1964,0,1,2,0,4,0
2012,1,1,3,0,7,1
1639,0,1,1,0,0,0
2212,1,1,2,0,9,3
1796,1,1,2,1,9,2
1571,1,0,2,1,11,3
2292,0,1,0,0,1,0
1885,1,0,2,1,9,2
1934,1,0,2,1,8,1
1636,0,0,1,1,5,0
1841,0,1,1,0,2,0
2619,1,0,2,1,7,2
2331,1,0,3,1,10,3
2521,1,1,3,1,9,3
1888,0,1,1,0,2,0
1502,0,1,3,0,4,0
1629,1,0,1,1,10,2
2466,1,1,3,1,10,2
2274,1,0,3,0,9,1
2055,0,1,1,0,4,0
1844,1,0,2,0,11,4
2850,0,1,1,0,8,1
2390,0,0,2,0,4,0
1923,0,0,0,0,2,0
2563,1,0,1,2,9,2
1389,1,1,2,1,11,2
1916,1,1,2,1,7,1
2247,0,1,3,0,5,0
2067,1,1,2,1,9,2
2118,0,0,1,0,3,0
2142,1,1,3,0,9,1
2025,0,0,1,0,1,0
2549,1,0,3,1,8,2
2327,0,1,1,1,8,2
1885,0,0,3,1,5,0
1104,1,1,0,0,10,2
1964,1,1,1,1,11,2
1687,0,0,0,0,0,0
1893,1,0,3,0,11,3
2405,1,0,2,1,9,3
1986,0,1,1,0,4,0
3187,1,1,3,3,9,2
1673,1,0,3,1,11,3
1969,1,1,4,1,11,3
2229,1,1,4,1,7,2
1386,0,0,0,0,0,0
1523,1,1,2,1,9,1
1359,1,1,1,0,11,2
2084,1,1,4,2,11,3
1973,0,0,0,0,3,0
1803,1,1,1,0,11,2
2375,0,0,0,1,5,0
2147,1,1,4,1,9,1
2345,0,1,0,0,3,0
943,0,0,0,0,0,0
2093,1,1,2,1,10,1
1822,1,1,2,1,10,2
2522,1,1,4,1,10,2
2507,1,1,3,2,10,3
1413,0,1,0,0,0,0
1592,1,1,2,1,10,2
1275,1,1,1,0,11,3
2321,0,1,4,0,6,1
1752,0,1,1,0,2,0
1691,1,1,4,1,8,1
2433,0,1,1,1,6,1
1680,1,1,2,1,11,3
1601,0,1,0,0,0,0
1599,0,1,1,0,3,0
2001,0,1,0,1,2,0
2226,0,0,2,0,7,1
1657,1,1,1,0,10,2
1539,1,1,3,1,11,3
2434,1,0,4,1,4,0
2384,0,0,1,2,7,1
2231,1,1,3,1,9,2
2072,1,1,1,1,11,3
1400,1,0,2,0,11,3
2042,1,1,1,1,8,1
1983,0,0,2,0,6,0
1805,1,1,0,0,8,1
1926,0,1,2,0,5,0
2567,0,1,3,0,5,0
1931,0,1,0,0,1,0
1824,1,1,1,0,9,2
1698,1,1,2,1,10,1
1862,1,1,2,1,9,2
1754,0,1,0,0,3,0
2272,0,0,1,0,1,0
1914,1,1,1,1,9,1
1906,1,1,3,1,10,2
1208,0,0,0,0,0,0
2100,1,1,3,0,10,3
1903,1,1,1,1,11,4
1646,1,0,2,1,9,2
1946,0,1,1,1,4,0
1860,1,0,3,2,7,1
1903,1,0,2,1,9,1
1420,0,0,1,0,0,0
1696,1,0,3,1,9,1
2811,1,1,2,0,9,2
1981,1,1,1,1,8,1
1422,1,1,0,0,11,2
2528,1,1,4,1,11,6
1542,1,1,1,1,10,2
1467,0,1,0,0,0,0
2243,1,1,3,1,10,2
1834,1,1,2,1,10,2
1245,0,0,0,0,0,0
2008,1,1,4,1,11,3
1368,1,1,2,1,7,1
1369,0,1,0,0,0,0
2025,1,0,2,1,11,3
1645,1,1,2,1,9,1
2144,1,0,2,1,10,2
1866,1,1,1,1,9,1
1481,1,0,2,1,11,3
1367,1,0,2,0,9,1
1760,1,1,3,1,7,1
2448,1,0,3,1,10,3
1209,0,0,0,0,0,0
2314,1,1,2,1,9,1
2140,1,1,4,0,9,2
2145,0,0,1,1,2,0
2186,0,1,2,0,6,0
1441,0,0,0,0,1,0
1754,1,1,2,1,8,1
2243,1,0,2,1,5,1
1558,0,0,2,0,3,0
2116,1,1,3,1,11,5
1608,0,0,1,0,5,0
1634,1,0,2,1,10,2
1476,1,1,2,1,8,1
1004,1,1,2,0,11,3
2135,1,1,2,0,10,2
1775,1,1,2,1,11,3
2102,0,0,2,0,4,0
1455,0,0,0,0,1,0
1096,1,1,1,0,8,1
2268,0,0,0,0,1,0
1707,1,1,3,1,10,2
1862,0,0,2,1,3,0
1862,0,0,1,0,4,0
2627,0,1,2,0,3,0
1724,1,1,2,1,10,2
2308,1,1,4,1,9,3
1910,0,0,0,0,0,0
1270,0,0,1,0,1,0
2015,1,0,3,0,11,3
1785,0,0,0,0,3,0
1815,0,1,0,0,2,0
2218,0,0,0,0,5,0
2179,1,0,3,1,10,2
1428,0,0,1,0,1,0
2119,0,0,1,0,4,0
2145,1,0,4,2,11,2
1872,1,0,0,1,9,2
1405,0,1,0,0,0,0
1724,0,1,1,0,2,0
2511,1,1,1,2,10,1
2050,0,1,0,0,5,1
1651,1,0,1,1,10,1
1534,1,1,0,1,9,2
1950,1,1,1,1,10,2
1708,0,1,2,0,2,0
892,1,1,1,0,10,2
2169,1,1,3,1,11,3
1130,1,1,1,0,8,1
1917,0,1,2,0,5,0
2451,1,1,3,1,9,3
1902,1,1,1,0,11,3
1752,0,0,1,0,0,0
2166,1,0,3,1,6,1
2439,0,0,2,0,4,0
1700,0,1,1,0,0,0
1939,0,0,0,0,2,0
2224,0,0,1,0,2,0
1165,0,1,0,0,0,0
1331,0,0,0,0,1,0
1382,0,0,0,0,0,0
2447,0,0,3,1,8,1
1308,1,0,1,1,11,3
1565,1,1,3,0,9,2
1637,1,1,2,1,10,2
1897,1,0,2,0,11,5
2012,0,0,0,0,0,0
1578,0,0,1,0,1,0
2054,0,1,2,0,4,0
2276,0,1,2,0,4,0
1809,1,0,1,1,11,4
1423,1,1,1,0,6,1
2837,0,1,2,0,9,4
1431,1,1,1,0,11,3
1640,1,1,3,1,9,2
2660,0,1,1,1,6,1
1726,0,0,0,0,0,0
1454,0,0,0,0,0,0
1701,0,0,2,0,5,1
2152,1,1,1,0,8,1
2440,1,1,4,2,11,3
1516,0,1,1,0,0,0
1676,1,1,1,0,7,2
2027,0,1,2,0,4,0
1835,1,1,1,0,7,1
2052,1,0,2,1,7,1
2389,1,1,3,1,10,2
1966,0,0,1,0,2,0
2468,0,0,0,0,2,0
2216,1,0,1,1,11,4
2007,1,1,3,2,11,3
1895,0,0,0,0,0,0
2433,1,1,4,2,8,3
1972,1,1,2,1,8,1
1545,1,1,3,1,9,2
2269,0,0,4,2,8,2
1803,1,0,1,0,10,2
1240,1,1,2,0,7,1
1283,0,0,0,0,1,0
1456,0,0,0,0,0,0
2168,1,1,2,1,11,3
2265,0,0,0,0,0,0
2178,0,1,1,0,1,0
2688,0,1,0,1,3,0
2682,1,0,4,1,11,5
1130,1,1,1,0,10,2
3977,1,0,2,0,10,3
2176,0,0,2,1,1,0
1470,0,0,0,0,1,0
1988,0,1,0,0,1,0
2069,1,1,1,0,11,4
2180,0,1,3,0,2,0
1554,1,1,3,0,11,3
1950,0,0,1,0,3,0
1885,0,0,0,0,3,0
2043,0,1,3,0,4,0
1926,1,0,1,0,11,4
2294,1,1,5,2,11,5
1512,0,0,1,0,1,0
1737,0,0,1,0,1,0
2088,0,0,1,0,4,0
2492,1,1,3,1,10,4
1935,1,1,2,1,9,1
1718,0,1,1,0,2,0
1610,0,0,2,0,3,0
1368,0,1,0,0,0,0
2346,0,1,2,0,5,0
2006,1,1,3,0,9,1
2123,1,0,2,0,11,3
2477,0,0,3,1,5,0
2922,0,0,1,0,3,0
1965,1,1,1,1,10,2
1882,1,1,4,1,9,2
3378,0,0,5,2,8,2
1933,1,1,3,1,8,1
1787,1,1,3,0,10,2
1799,0,1,1,0,2,0
2195,0,0,0,2,3,0
1929,1,0,3,1,8,1
2052,1,1,4,0,11,3
2271,1,0,3,0,9,1
1931,0,1,0,0,5,0
1108,1,1,0,0,5,1
2340,1,0,4,1,11,4
1766,1,1,2,1,10,2
2629,0,1,2,1,6,1
1771,0,0,1,0,5,0
2266,0,1,2,1,5,0
1405,0,1,0,0,3,0
1839,0,1,1,0,3,0
1426,0,0,0,0,0,0
1571,0,0,0,0,0,0
1194,1,0,1,0,7,1
1840,0,1,1,0,4,0
1953,1,1,4,0,10,2
1835,0,0,0,0,3,0
2810,0,0,3,1,4,0
1158,1,1,0,0,8,1
1505,0,0,0,0,0,0
2091,1,1,1,1,10,2
1657,1,1,2,0,9,1
2653,0,1,3,1,7,1
