gameDuration,victory,FirstBlood,Dragon,Baron,Tower,Inhibitor
1477,1,1,1,0,11,3
1886,1,1,3,1,8,1
800,1,1,0,0,10,2
2360,1,1,3,1,11,2
1713,1,0,0,1,8,1
1531,0,0,0,0,1,0
1495,0,1,0,0,1,0
1895,0,1,0,0,4,0
2126,0,1,0,1,3,0
1149,1,1,1,0,11,3
1514,1,0,1,0,10,3
1824,1,1,3,1,10,2
1788,1,0,2,1,9,2
1078,0,0,0,0,0,0
1790,0,0,1,0,1,0
2523,1,0,2,0,9,2
2404,1,0,1,1,10,2
1851,1,1,2,1,9,2
1991,1,1,3,1,10,2
2118,1,1,2,1,10,2
2343,1,0,1,2,10,3
1716,0,1,0,0,2,0
1726,0,0,0,0,0,0
1545,0,1,0,0,0,0
1370,1,1,3,0,7,1
2396,1,1,5,1,9,3
1843,0,0,0,1,1,0
1755,1,1,2,0,11,2
1848,1,0,1,1,10,2
1672,0,0,2,0,1,0
1575,0,0,0,0,0,0
2366,1,1,3,2,11,6
1866,0,0,0,0,4,0
2377,0,1,1,2,6,2
1783,0,1,0,0,0,0
1924,1,1,2,1,10,3
1741,0,1,0,1,5,0
2124,1,0,1,1,5,1
2034,0,1,1,0,5,0
1795,1,1,2,0,8,1
3075,0,1,3,2,7,1
1731,0,0,0,0,0,0
1542,1,0,2,0,10,2
1983,0,1,0,0,7,1
2312,1,1,4,1,10,3
2138,0,1,2,0,1,0
2328,1,0,3,1,7,1
590,1,1,0,0,5,1
1603,1,0,3,1,9,2
2234,1,1,3,1,11,4
2542,1,1,3,0,9,3
2057,1,0,1,0,10,1
1974,1,1,3,1,11,3
2494,0,0,1,1,4,0
2440,1,1,4,1,8,2
2053,0,0,0,0,6,1
2961,0,1,2,2,7,1
1359,1,1,0,0,10,2
1840,0,0,0,0,4,0
1890,0,1,1,0,5,0
1214,1,1,0,0,7,2
1343,0,1,0,0,0,0
1484,0,0,2,0,1,0
1988,1,0,3,1,11,4
1249,1,1,1,0,7,2
1806,1,0,0,1,7,1
1925,1,1,3,1,7,1
1950,1,1,2,1,9,2
1392,0,0,0,0,0,0
1613,0,0,1,0,1,0
1776,1,1,2,1,9,2
2271,1,1,2,0,8,1
1377,1,0,1,1,6,1
2491,0,1,3,1,9,3
1785,1,0,1,0,11,3
1822,1,1,3,1,8,1
1402,1,1,2,1,10,2
1955,0,0,0,0,2,0
1181,0,0,0,0,0,0
1813,0,0,1,0,4,0
2141,1,1,4,1,11,3
1567,1,1,1,1,7,1
2043,1,0,1,0,8,1
1494,1,0,2,1,10,2
1807,0,0,0,0,1,0
1513,1,1,3,0,9,2
2868,0,0,1,0,3,0
2304,0,1,2,1,6,0
2090,0,1,2,0,3,0
1888,0,1,0,0,2,0
2145,0,1,0,0,3,0
1262,0,0,1,0,0,0
1931,1,1,4,0,9,1
2244,1,0,3,1,9,2
1911,1,0,4,0,8,2
1988,1,1,2,0,9,2
2202,1,0,2,0,10,3
2436,0,1,0,0,5,1
2085,0,0,1,0,2,0
2061,1,1,3,0,11,3
2253,1,1,3,1,9,2
1702,1,0,2,1,11,3
1446,1,1,2,1,9,1
2307,1,1,2,2,10,2
1912,1,0,2,0,8,1
2143,0,0,0,0,2,0
1214,0,0,0,0,0,0
1732,0,0,1,0,2,0
1902,1,0,2,0,7,1
1478,0,0,0,0,0,0
1997,1,1,1,0,7,1
1810,0,1,1,0,3,0
1690,0,1,0,0,1,0
1560,1,0,2,1,10,2
1679,1,1,3,1,4,1
1869,0,1,3,0,3,0
1651,0,1,0,0,2,0
2482,0,1,2,0,6,0
2439,1,1,2,0,10,2
1542,0,1,0,0,3,0
1954,1,1,2,1,9,1
2355,1,0,0,0,8,1
1465,1,1,2,1,11,3
2086,0,0,1,0,3,0
2491,1,1,4,1,10,2
1782,0,0,0,0,3,0
2298,1,1,4,0,11,4
1920,1,1,2,2,11,5
1681,0,0,1,0,0,0
2573,0,0,2,2,7,2
1743,0,1,1,0,3,0
1885,0,0,0,0,1,0
1635,0,1,0,0,1,0
1885,1,0,1,1,9,2
2031,1,1,1,0,10,2
2269,0,1,0,0,2,0
1448,1,1,2,0,7,1
2548,1,0,3,1,9,2
2314,0,0,2,0,3,0
2270,1,1,1,1,7,1
1984,0,0,0,0,1,0
1578,0,0,1,1,4,0
1611,1,0,2,0,11,2
2348,0,1,2,1,6,1
1740,1,1,3,1,9,1
1842,1,1,4,2,8,1
1729,0,1,2,0,5,0
1929,1,0,0,0,11,3
1659,0,1,0,0,1,0
1567,1,0,2,0,9,2
2421,0,0,1,0,4,0
1821,0,1,2,0,3,0
2146,1,1,2,1,11,3
2340,1,0,2,0,10,2
2296,0,0,0,0,3,0
2161,0,1,1,0,5,0
1541,0,0,0,0,0,0
1591,1,1,2,0,7,1
1662,0,1,0,0,1,0
2092,1,1,4,1,8,1
1662,1,0,0,1,7,1
2032,1,1,2,1,11,2
2385,0,0,0,0,5,1
1800,0,1,0,0,1,0
2764,0,0,3,1,7,1
1879,0,1,1,0,3,0
1723,1,1,3,1,8,1
2142,0,0,1,0,8,0
1430,1,1,2,1,9,2
2109,1,0,4,1,11,4
2467,1,1,3,0,10,2
2420,0,0,0,0,3,0
2729,1,1,1,0,5,1
1493,0,0,0,0,0,0
2486,0,0,3,1,4,0
2447,1,0,4,1,9,1
1224,1,1,1,0,10,2
2027,1,0,1,1,11,2
1828,0,0,2,0,5,0
2120,0,1,3,0,5,0
1934,0,1,0,0,2,0
2310,0,0,1,0,6,0
2626,1,1,2,0,10,3
1369,0,0,0,0,1,0
1743,0,1,0,0,1,0
2243,1,0,4,2,7,2
1248,1,0,2,0,11,3
1945,1,1,2,1,9,2
3052,1,0,2,1,10,2
1961,1,1,0,1,10,1
1277,1,1,0,0,6,1
2295,0,0,0,0,2,0
1931,0,1,0,0,3,0
2323,1,0,3,0,11,2
2239,1,0,3,0,11,5
2146,1,1,1,0,9,1
1731,0,0,1,0,3,0
3292,0,0,4,1,9,3
2179,0,0,0,0,5,0
1517,0,1,0,0,1,0
1629,0,1,0,0,0,0
2522,1,1,4,2,10,2
1680,0,0,1,0,4,1
1811,1,1,3,2,11,5
1834,0,1,0,0,0,0
2002,1,1,2,0,9,2
1405,0,1,0,0,1,0
1994,0,0,2,0,5,0
2496,1,1,2,1,7,1
1995,1,1,2,1,10,3
1755,0,1,1,0,0,0
1933,1,1,2,2,11,3
1776,1,1,2,1,9,2
1118,1,0,2,0,8,2
1599,1,1,3,0,11,3
2246,1,1,3,2,7,1
1924,0,0,2,0,3,0
2401,0,0,1,1,3,0
1785,0,1,0,0,1,0
1823,1,1,1,1,8,1
2055,1,1,1,1,10,2
2074,1,1,2,1,7,1
1709,0,0,0,0,2,0
1640,0,0,0,0,0,0
2186,1,0,2,1,8,1
1639,1,1,1,0,11,4
2134,1,0,3,0,8,1
1940,0,1,2,0,2,0
2141,0,1,1,0,1,0
1763,0,1,1,0,3,0
1458,0,1,0,0,2,0
2082,1,0,2,1,8,1
1583,0,1,1,0,3,0
2319,1,1,3,0,11,3
2027,1,0,1,1,8,1
1807,0,0,1,0,3,0
1394,1,1,2,0,11,3
1738,1,0,3,0,10,2
1484,0,0,1,0,0,0
1935,0,0,1,0,3,0
1871,1,1,2,0,11,3
1493,1,1,1,0,10,2
1709,1,0,3,1,11,4
2751,1,1,1,2,8,2
2052,1,1,2,1,10,2
2834,0,0,3,3,7,1
1755,0,1,0,0,3,0
1476,1,0,2,1,7,1
2752,1,1,2,2,10,2
1505,1,1,2,1,7,2
2313,0,1,2,0,7,0
2366,0,1,0,0,2,0
2490,0,1,0,0,3,0
2007,0,0,2,0,4,0
2426,1,0,3,1,6,1
2188,0,1,3,2,9,2
1989,1,0,4,0,11,3
1218,0,0,0,0,0,0
1633,1,0,2,1,11,3
1878,0,1,1,0,1,0
2479,1,1,2,1,11,5
1403,0,1,1,0,3,0
1926,1,1,0,1,10,2
1897,0,0,1,0,0,0
2377,1,1,2,1,10,2
1777,0,1,0,0,2,0
1731,0,0,1,0,2,0
2519,0,0,1,0,7,1
1390,0,0,0,0,1,0
1819,1,0,3,1,9,1
1959,1,1,3,0,9,2
2054,1,0,2,1,11,4
2531,1,0,2,0,11,3
1666,1,0,2,0,8,1
2513,0,0,1,0,6,0
1634,1,1,2,1,11,3
2164,0,0,2,0,3,0
1689,0,0,2,1,3,0
2212,1,1,3,1,10,3
3104,1,0,1,0,11,3
1655,0,1,1,0,2,0
1436,1,1,1,0,8,2
2112,1,1,0,0,9,2
1826,0,1,1,0,1,0
2696,0,0,3,3,9,3
2670,0,1,1,0,7,1
1702,0,0,0,0,0,0
1408,0,0,0,0,1,0
1833,0,1,0,0,3,0
1904,1,1,2,0,7,1
2079,1,0,2,1,11,5
1618,1,1,2,0,11,3
2571,0,1,1,1,7,0
1551,1,1,2,0,10,3
1342,1,0,2,1,7,1
1598,0,1,0,0,0,0
1842,0,0,0,1,2,0
2304,0,1,1,0,3,0
1624,0,1,1,0,1,0
973,1,1,1,0,4,1
2035,0,1,0,0,2,0
2029,0,1,0,0,4,0
1460,1,1,2,0,10,3
1494,1,0,0,1,8,1
2131,0,1,0,0,3,0
1849,0,0,2,0,2,0
2043,0,0,0,1,2,0
2279,1,0,2,1,8,2
2057,1,1,2,1,9,2
1532,1,0,1,1,9,2
1428,1,1,2,0,11,2
1663,1,0,2,1,6,1
2347,0,1,2,0,4,0
2055,1,1,3,2,9,2
1884,1,1,1,1,9,1
1239,1,1,1,0,9,2
2331,0,1,1,0,4,0
2662,1,1,2,1,9,1
2565,0,0,1,1,7,1
1724,0,1,2,0,3,0
2654,1,0,3,1,10,2
1698,0,0,1,0,3,0
1839,1,1,2,1,10,2
2647,0,1,1,0,6,1
2193,1,0,1,0,7,2
1935,1,1,3,1,10,3
2387,1,1,3,1,10,1
1808,1,1,2,0,11,2
2031,1,0,2,1,9,1
1580,0,0,0,0,1,0
1436,0,1,0,0,1,0
1984,0,1,2,1,0,0
2280,0,1,1,1,5,0
2651,1,0,2,1,10,3
2018,0,1,2,0,3,0
1907,0,0,1,0,0,0
3186,1,1,2,0,8,1
1170,1,1,2,0,8,2
1954,1,0,2,1,11,2
1665,0,0,2,0,2,0
2227,1,1,2,2,10,3
1961,1,1,2,0,10,2
1512,1,1,2,0,10,2
1320,0,0,0,0,0,0
1669,0,0,1,0,2,0
2653,1,0,1,2,8,1
2329,1,0,1,0,7,1
1764,1,0,2,1,7,1
2121,0,1,0,0,6,0
1874,0,0,0,0,2,0
1588,0,1,0,0,3,0
1820,1,0,1,1,8,1
2138,0,1,4,0,4,0
1340,0,1,0,0,0,0
1421,1,0,2,0,9,1
1356,1,0,2,0,9,2
2220,0,1,2,0,4,0
2333,1,1,4,0,10,2
2076,0,0,1,0,2,0
1509,0,0,1,0,3,0
2246,0,0,3,0,4,0
1698,0,1,0,0,2,0
1488,1,1,3,1,11,2
1412,1,1,1,0,11,3
2632,0,1,3,2,10,3
1105,0,0,0,0,0,0
1593,1,1,2,0,9,1
2104,0,1,1,1,5,0
1140,0,0,0,0,1,0
1832,1,0,1,0,3,0
1903,0,0,1,0,2,0
2516,1,1,3,2,9,2
2634,1,1,2,2,8,2
1377,1,0,2,0,7,1
1897,1,0,3,0,11,3
1364,1,1,2,1,7,1
1583,1,1,2,1,10,2
1968,1,1,5,1,11,4
2027,1,0,1,0,11,4
1876,0,0,3,0,3,0
1581,0,1,2,0,2,0
1374,1,1,2,0,11,3
1679,1,1,1,0,8,2
1732,1,0,1,1,9,1
1520,0,0,0,0,1,0
1573,1,1,1,1,9,1
1554,1,1,2,0,8,2
2389,1,1,0,0,7,2
1707,1,0,4,1,11,3
1509,1,1,3,1,10,2
1429,0,0,0,0,0,0
1350,0,0,1,0,2,0
1367,0,0,0,0,0,0
2793,0,1,3,0,6,1
1838,0,1,0,0,0,0
1729,0,1,1,0,2,0
2060,0,1,1,0,2,0
2097,1,0,2,1,9,1
2030,1,0,2,0,11,5
2356,0,0,1,0,7,1
1877,0,0,0,0,2,0
1642,1,1,2,1,9,2
2045,0,0,1,0,4,0
2044,0,1,2,0,3,0
1676,0,0,1,0,2,0
2105,0,0,2,1,4,0
1368,0,1,0,0,0,0
1295,1,1,0,0,9,1
2116,0,1,0,0,3,0
2028,1,0,1,1,10,1
2524,1,0,2,2,9,2
2050,0,0,0,0,3,0
2265,0,0,0,0,5,0
1636,0,0,1,0,1,0
1669,1,1,2,1,11,3
1921,1,0,0,1,8,2
1412,0,0,0,0,0,0
1656,0,0,0,0,1,0
857,0,0,0,0,1,0
1465,1,0,2,0,8,1
2090,0,0,3,0,5,0
1962,1,1,3,1,9,2
1874,0,0,2,0,3,0
2207,0,1,1,0,1,0
1858,0,0,1,0,2,0
2804,0,1,2,2,4,0
2166,0,0,2,1,6,1
1371,1,0,1,1,9,1
1616,0,1,2,0,1,0
1888,1,1,2,1,8,2
1513,0,0,0,0,0,0
1544,1,1,1,1,10,1
1427,0,0,0,0,1,0
3131,1,0,2,1,10,4
2807,0,0,2,1,9,1
1780,1,1,1,1,10,1
2393,1,1,1,0,10,2
1975,1,0,5,1,8,2
2386,1,1,1,1,7,1
2212,0,0,4,0,2,0
1819,0,1,1,1,6,0
1535,1,0,2,1,10,2
2174,1,1,4,0,10,3
2520,0,1,1,1,2,0
1501,0,0,0,0,0,0
1664,0,0,1,0,3,0
2274,1,0,4,0,10,5
2509,0,0,0,0,2,0
1811,1,0,3,0,8,2
1313,0,0,0,0,0,0
1270,0,0,1,0,1,0
2492,1,0,2,1,10,3
1882,0,0,0,0,1,0
1633,0,0,0,0,0,0
1425,0,1,0,0,1,0
1660,1,0,2,1,7,1
2710,0,1,1,0,8,1
2512,0,0,3,1,5,0
1967,1,0,1,0,9,1
1900,0,1,0,0,4,0
2116,1,1,1,0,6,1
2187,0,0,3,0,2,0
1756,1,1,2,1,10,2
2239,0,1,1,1,5,0
2406,1,1,2,0,9,2
2465,1,0,1,1,10,3
1939,1,0,1,1,10,2
1573,1,1,2,0,11,2
2725,1,1,3,0,10,1
1423,0,1,0,0,1,0
1527,1,0,1,1,11,3
1808,1,1,3,0,11,5
2234,0,1,2,1,1,0
1238,1,1,0,0,0,0
2105,0,1,0,1,3,0
2277,1,1,1,1,7,1
1495,0,1,0,0,2,0
1937,1,1,2,0,11,3
1848,1,0,3,0,8,1
2316,0,1,3,1,4,0
2821,1,0,3,1,9,1
1172,1,0,1,0,5,1
2291,1,0,2,1,9,1
2158,1,0,1,0,7,1
1867,0,0,1,0,0,0
3203,1,0,4,1,10,2
1526,0,1,1,0,1,0
1687,0,0,0,0,2,0
2021,1,1,3,0,9,1
2114,0,1,1,0,2,0
3224,0,0,1,0,8,1
2587,0,1,4,1,7,1
1695,0,1,0,0,3,0
2533,0,0,1,0,2,0
1529,1,1,2,1,11,3
2508,0,1,1,0,3,0
1880,1,1,2,1,10,3
2079,1,0,1,1,10,2
1759,0,1,0,0,2,0
1573,1,1,3,0,9,1
1650,1,0,2,0,11,4
2641,1,1,1,0,10,2
1681,0,1,0,0,0,0
1668,0,0,1,0,0,0
1585,0,1,0,0,1,0
1858,1,1,2,1,10,2
1607,1,0,3,1,10,3
2495,0,0,1,0,9,2
1804,1,1,2,0,10,2
2101,1,0,1,2,11,3
2409,1,0,3,2,9,2
2141,0,1,1,0,3,0
1741,1,0,2,1,9,2
2107,0,0,0,0,4,0
1576,1,0,2,1,11,3
1452,0,0,0,0,0,0
1841,0,1,3,0,6,0
1788,1,1,3,1,10,2
1710,1,0,1,1,10,2
1356,0,0,0,0,2,0
2533,1,0,1,2,7,2
1692,0,1,0,0,1,0
1680,1,1,3,0,8,1
1862,1,0,2,0,8,1
1868,0,1,1,0,2,0
1339,1,1,1,0,10,1
1787,1,0,3,1,8,1
2093,1,0,3,0,10,2
1546,0,0,0,0,5,0
2269,1,0,4,2,10,3
1358,0,0,0,0,1,0
1792,0,1,0,0,1,0
1130,0,0,0,0,1,0
1697,0,0,0,0,0,0
1683,1,0,3,1,7,1
1448,0,1,0,0,0,0
2239,0,0,1,0,0,0
3710,0,1,5,2,11,6
1603,1,1,2,0,9,1
1740,1,1,1,0,9,3
1847,0,0,1,0,2,0
2699,1,0,4,1,10,1
1657,1,1,0,0,11,3
1349,0,0,1,0,2,0
1671,0,1,0,0,4,0
1452,0,1,0,0,0,0
1988,0,0,2,0,1,0
1218,1,0,1,0,9,2
1945,0,1,0,1,2,0
1391,1,0,1,0,9,1
2083,1,0,3,2,10,3
2052,1,1,1,2,4,0
1894,0,1,2,0,4,0
1674,1,1,0,1,6,1
1876,1,1,2,1,11,5
2086,0,0,0,0,3,0
2571,1,1,4,2,9,2
2738,0,1,1,0,7,1
1813,0,1,1,0,0,0
1819,0,0,1,0,2,0
2134,0,1,0,1,6,1
2051,1,1,3,1,6,1
1623,1,0,2,1,10,2
1985,1,0,3,1,8,1
1819,0,1,2,0,6,0
1535,1,1,2,1,7,1
1330,0,0,0,0,2,0
1481,1,0,3,1,9,1
1341,0,0,0,0,2,0
1835,1,0,1,0,10,2
1888,1,1,2,0,10,2
2886,0,1,4,2,10,3
2253,0,0,1,2,2,0
1683,0,0,1,0,1,0
1757,1,1,3,0,11,2
1960,1,0,3,1,8,2
1635,0,1,0,0,1,0
1726,0,0,1,0,3,0
2008,0,0,1,0,4,0
1863,0,0,0,0,2,0
1982,0,1,3,0,6,0
3037,1,0,1,2,9,2
1581,0,0,0,0,0,0
2066,0,1,0,0,2,0
1824,0,0,1,0,2,0
1559,1,0,2,0,11,3
1420,0,0,0,0,1,0
2060,1,0,0,0,7,1
1563,0,0,2,0,2,0
1629,1,1,2,1,11,3
2209,1,1,2,0,8,1
1440,0,0,0,0,2,0
1408,1,1,1,0,9,2
1911,0,0,0,1,1,0
1506,0,0,0,0,1,0
2302,1,1,1,0,11,3
2172,0,1,3,0,4,0
2117,0,1,2,1,4,0
1754,0,0,1,1,2,0
1318,0,1,0,0,0,0
2528,1,1,4,1,8,3
2030,0,1,0,0,3,0
2546,0,0,0,1,4,0
1845,1,1,2,1,10,3
1876,0,1,0,0,4,0
1155,1,1,1,0,10,2
2507,1,1,2,0,8,2
2705,0,0,1,3,7,1
1848,0,0,0,0,0,0
2068,0,1,0,0,1,0
1776,1,0,3,0,11,3
2131,1,1,4,1,11,4
2248,1,0,3,1,9,2
1762,0,0,0,0,3,0
1886,0,1,0,0,1,0
1827,0,1,1,0,4,0
1868,0,1,1,0,2,0
2259,0,1,1,0,5,1
1840,1,1,1,1,10,3
2130,1,0,3,1,9,3
3277,0,1,3,0,8,1
2251,1,1,3,0,8,2
1360,1,1,1,0,9,1
1313,1,1,2,0,6,1
1746,0,0,0,0,1,0
2147,0,0,2,0,6,0
2412,1,1,3,1,10,2
1274,1,1,2,0,10,2
1093,0,0,1,0,0,0
2693,0,1,1,1,4,0
2236,0,1,2,0,4,0
1938,0,1,0,0,1,0
2050,1,0,2,1,10,1
1358,1,1,3,0,10,1
2869,0,1,5,1,7,1
1022,1,1,2,0,10,2
2115,1,1,2,2,11,3
1972,1,1,3,1,5,1
2171,0,1,0,0,2,0
2224,0,0,3,2,5,0
1794,0,1,2,0,2,0
2115,1,0,1,0,10,1
1574,0,0,0,0,2,0
2164,0,1,0,1,3,0
2106,0,1,1,0,2,0
1758,0,0,1,0,2,0
2717,1,0,4,3,10,3
1514,0,1,0,0,6,0
556,0,0,0,0,0,0
1247,1,1,1,0,6,1
2059,1,0,3,0,10,2
1973,1,1,2,2,10,2
1816,0,1,3,0,5,0
1265,1,1,1,0,10,2
1973,0,0,3,0,2,0
2473,1,0,2,1,11,2
1836,0,0,2,0,3,0
1921,0,0,1,0,4,0
2401,1,1,2,0,9,3
1978,0,0,1,0,2,0
2633,0,0,1,0,2,0
2135,0,1,1,0,3,0
1909,0,1,0,0,2,0
2000,1,0,2,1,9,2
1515,1,1,1,0,10,2
2110,0,1,1,0,2,0
1626,0,0,0,0,1,0
2418,0,0,1,1,4,0
2389,0,1,2,1,7,1
1765,0,0,0,0,1,0
1730,1,0,2,0,11,3
2197,0,0,0,0,4,0
2281,0,0,2,0,11,4
1986,0,1,0,0,1,0
1333,1,1,3,0,9,1
2156,0,0,0,0,3,0
1985,0,0,1,0,4,0
2117,1,0,2,1,7,1
1806,0,0,0,0,1,0
2073,0,1,1,0,4,0
2345,0,1,1,0,5,1
1700,0,0,0,0,2,0
1804,0,0,0,0,1,0
1694,0,1,0,0,0,0
1875,1,0,0,1,9,2
2102,0,1,2,0,3,0
1538,1,0,3,1,8,1
1574,0,1,0,0,1,0
995,1,1,1,0,10,2
1169,0,0,0,0,1,0
1948,0,0,1,0,2,0
1844,0,0,1,0,0,0
1740,0,1,0,0,2,0
1726,1,1,2,0,10,2
2098,0,0,1,0,2,0
1699,0,1,1,0,2,0
2404,0,1,0,1,6,0
2320,1,0,1,2,8,1
1815,0,0,1,0,1,0
1947,0,0,1,0,3,0
1741,0,0,1,0,3,0
1958,1,1,3,1,11,4
1252,1,0,2,0,8,2
1851,1,0,1,1,10,2
2003,0,1,0,0,5,0
1664,1,0,2,1,11,3
1610,1,1,2,1,10,1
1692,0,0,1,0,2,0
2516,0,0,2,1,2,0
2394,0,0,2,0,8,1
2619,1,1,4,1,9,1
2480,0,0,0,0,7,2
1776,1,1,2,1,9,2
1296,0,0,0,0,0,0
2513,1,0,2,1,8,2
1552,0,0,0,0,0,0
1901,0,0,0,0,3,0
1686,0,1,0,0,1,0
1200,0,0,0,0,0,0
2458,0,1,2,0,4,0
2105,0,1,1,0,6,0
1714,1,1,2,1,10,1
1357,1,1,2,0,9,2
1610,0,0,0,0,0,0
1678,1,0,2,1,9,1
3464,0,1,2,2,6,2
2218,0,0,1,0,5,0
2747,1,0,2,0,8,2
1638,1,0,2,0,5,1
1884,1,0,3,1,9,1
1545,0,0,1,0,2,0
2051,1,1,2,1,10,2
2380,1,1,4,1,10,4
1442,1,1,2,1,9,1
2414,1,0,0,1,7,1
1729,1,0,2,1,10,1
1335,0,0,0,0,0,0
1178,0,0,0,0,0,0
1697,0,1,0,0,0,0
1253,0,1,0,0,0,0
1817,0,1,1,0,2,0
2659,0,1,4,0,5,0
1528,1,0,2,0,8,1
2161,0,1,0,0,3,0
3241,0,0,3,2,6,1
2115,0,0,1,1,6,0
2420,1,0,4,1,10,5
1861,0,1,1,0,1,0
1849,0,1,1,0,4,0
2105,1,0,2,1,8,1
1993,1,1,3,0,10,2
1532,0,0,0,0,0,0
1457,1,1,2,0,6,1
1625,1,1,2,0,11,3
1673,1,1,1,1,7,1
1399,0,1,0,0,0,0
1926,1,1,1,0,7,2
2404,0,0,3,0,3,0
2149,1,0,3,1,9,3
1512,1,1,1,1,11,3
2544,1,1,1,1,10,3
2033,1,0,2,1,9,1
1934,0,1,0,0,3,0
1956,1,0,0,1,9,2
2402,1,0,2,1,10,2
2256,0,0,1,0,2,0
2207,0,1,2,2,4,0
1428,1,1,2,0,8,2
2467,1,1,3,1,9,2
1966,1,0,4,1,10,2
1842,0,1,0,0,2,0
1939,0,0,0,0,4,0
2406,0,1,0,0,3,0
1978,1,0,2,1,9,1
2405,0,1,0,0,8,0
1530,0,0,0,0,3,0
2141,0,1,2,0,4,0
2132,0,1,2,0,7,1
1204,1,1,1,0,11,3
1715,1,0,2,1,11,5
1824,0,0,1,0,3,0
2281,0,1,1,1,5,0
1320,1,1,2,0,7,1
1785,1,0,1,0,11,2
2109,0,1,1,0,5,0
1757,1,1,3,1,8,2
2920,1,1,4,0,8,2
1541,1,1,3,0,10,2
2683,1,0,4,2,11,3
1873,1,1,3,0,11,3
1675,1,1,2,1,9,1
1479,0,0,1,0,1,0
2975,0,0,2,1,9,5
1571,0,1,2,0,4,0
2275,1,0,4,1,9,2
885,1,1,1,0,9,1
1693,0,0,1,0,6,0
1241,0,1,0,0,1,0
2181,0,0,0,0,1,0
1889,1,0,4,1,11,3
2188,1,1,2,1,11,3
2797,0,1,3,0,9,2
2408,1,0,3,2,11,4
2344,0,1,1,1,5,0
1883,1,1,2,1,10,2
2394,1,1,3,0,11,3
1719,0,0,1,0,3,0
2329,1,1,4,1,9,2
1450,0,0,0,0,0,0
1501,1,0,0,0,7,1
1988,0,0,0,0,2,0
1904,0,0,2,0,2,0
2058,1,0,1,1,9,1
2030,1,1,1,1,9,2
1592,1,0,1,1,10,1
2641,0,1,2,0,5,0
1702,1,0,3,1,8,1
1744,1,1,2,1,11,3
2230,1,0,3,0,10,2
1817,0,0,2,0,4,0
1651,1,0,1,1,5,1
2182,0,1,2,0,5,0
1850,0,1,2,0,3,0
1371,1,1,2,0,9,1
1935,1,1,3,1,8,1
1711,0,0,0,0,1,0
1972,0,0,2,0,0,0
1695,1,1,3,1,11,3
1745,1,1,3,0,11,3
2078,1,1,3,0,10,3
1726,1,1,3,1,11,4
2340,0,0,2,0,2,0
2319,1,1,3,2,9,1
1463,0,0,0,0,0,0
1555,0,0,0,0,0,0
2648,1,1,3,1,11,4
1599,1,1,2,0,8,1
1892,0,1,0,0,0,0
1952,1,0,1,1,7,1
2359,1,0,2,3,10,5
1376,1,1,2,0,7,1
1872,1,0,2,0,7,1
1481,1,1,2,1,9,1
2352,0,1,2,0,9,3
1890,0,0,0,1,1,0
1467,1,1,2,0,8,1
1467,0,1,0,0,1,0
1829,1,1,1,1,8,1
1974,1,0,2,1,8,1
2683,1,1,5,2,10,3
1616,0,0,0,0,2,0
2353,0,0,0,2,5,0
2128,1,0,2,0,11,3
2604,0,0,2,1,5,0
1775,0,0,1,0,3,0
1533,1,1,0,1,9,1
1844,1,0,2,0,8,1
2575,1,1,2,2,9,1
1710,1,1,3,1,11,2
2236,0,0,0,0,1,0
2466,1,1,1,0,9,1
1746,0,0,0,0,0,0
1605,1,1,0,0,11,4
1856,1,1,2,1,10,2
1880,1,0,2,0,8,1
1396,1,1,2,1,9,1
2432,0,0,4,1,5,1
1711,1,1,0,0,7,1
2725,0,1,2,0,5,1
2024,1,1,4,2,11,5
1217,0,0,0,0,0,0
1596,0,1,1,0,1,0
1574,1,1,2,1,9,2
1302,1,0,1,0,9,3
1220,0,0,0,0,0,0
1447,0,0,0,0,2,0
1875,1,0,1,1,11,3
1722,1,0,2,0,8,2
2324,0,0,2,2,6,0
2590,1,1,0,1,11,4
2382,0,0,0,1,3,0
1818,1,0,2,0,10,3
1786,0,0,1,0,3,0
1709,0,1,2,0,7,1
1605,0,0,0,0,0,0
2644,1,1,3,1,6,1
1717,0,1,1,0,5,0
1792,1,1,2,0,8,3
1305,1,1,1,0,10,2
1501,0,0,0,0,2,0
1806,1,0,3,0,10,2
1635,1,1,1,1,9,1
1818,0,0,0,0,0,0
2101,1,1,0,1,8,1
1233,0,0,1,0,0,0
1211,0,0,0,0,1,0
1819,0,1,0,0,8,2
2102,1,0,0,1,8,1
2661,1,0,4,1,8,2
1968,0,1,1,0,3,0
2235,1,1,2,1,9,1
1861,1,0,2,1,8,1
1825,1,0,1,1,9,1
2328,0,0,3,0,7,0
1323,0,0,0,0,0,0
1746,1,0,3,0,10,2
1849,1,0,2,1,9,1
1915,1,0,2,2,8,2
2357,1,0,2,1,9,2
1548,1,1,0,1,10,1
1417,1,1,2,1,11,3
2625,1,1,1,2,8,2
2265,1,0,3,1,10,2
1282,1,1,2,1,7,1
1786,1,1,4,0,10,2
1961,1,1,2,0,11,4
1733,1,1,1,1,9,1
1620,1,1,1,1,9,2
2321,0,0,0,0,4,0
1884,0,0,0,0,1,0
1738,1,1,2,0,10,2
1772,0,1,0,0,1,0
1338,0,1,0,0,1,0
2023,1,1,0,1,10,3
2089,0,0,0,0,5,0
2453,0,1,1,0,5,0
1676,1,0,1,0,9,1
1509,1,1,1,0,10,2
962,1,1,0,0,5,1
2327,1,1,3,1,10,3
2239,0,1,1,0,4,0
