id,StuId,Class,Sex,CHI611,MATH611,ENG611,CHI612,MATH612,ENG612,CHI621,MATH621,ENG621,CHI622,MATH622,ENG622,CHI711,MATH711,ENG711,CHI712,MATH712,ENG712,CHI721,MATH721,ENG721,CHI722,MATH722,ENG722,CHI811,MATH811,ENG811,PHY811,CHI812,MATH812,ENG812,PHY812,CHI821,MATH821,ENG821,PHY821,CHI822,MATH822,ENG822,PHY822,CHI911,MATH911,ENG911,PHY911,CHE911,CHI912,MATH912,ENG912,PHY912,CHE912,CHI921,MATH921,ENG921,PHY921,CHE921
89,C06,C,F,79.0,95.0,97.0,85.0,97.0,100.0,85.0,94.0,98.0,80.0,94.0,99.0,84.0,94.0,97.0,83.0,94.0,96.0,68.0,96.0,96.0,82.0,88.0,98.0,83.0,97.0,88.0,92.0,79.0,96.0,100.0,90.0,79.0,89.0,97.0,96.0,62.666666666666664,72.66666666666667,75.0,98.0,84.66666666666667,94.66666666666667,87.33333333333333,79.0,50.0,81.33333333333333,94.66666666666667,92.66666666666667,89.0,89.0,80.0,91.33333333333333,95.66666666666667,86.0,53.0
90,C07,C,F,85.0,95.0,94.0,84.0,88.0,98.0,80.0,96.0,95.0,82.0,89.0,94.0,85.0,95.0,89.0,84.0,92.0,95.0,84.0,91.0,93.0,79.0,93.0,97.0,87.0,92.0,82.0,96.0,86.0,85.0,92.0,90.0,82.0,87.0,92.0,93.0,62.0,72.0,76.66666666666667,96.0,84.0,83.33333333333333,85.33333333333333,74.0,55.0,80.66666666666667,90.0,96.33333333333333,91.0,96.0,83.33333333333333,90.66666666666667,92.0,85.0,56.0
91,C08,C,F,69.0,97.0,90.0,84.0,88.0,91.0,84.0,93.0,90.0,78.0,87.0,92.0,74.0,96.0,90.0,79.0,86.0,91.5,83.0,90.0,90.0,80.0,94.0,93.0,80.0,87.0,91.0,94.0,81.0,98.0,95.0,92.0,71.0,90.0,90.0,92.0,61.333333333333336,74.0,77.33333333333333,97.0,80.66666666666667,96.66666666666667,90.66666666666667,75.0,50.0,76.0,92.0,93.66666666666667,86.0,95.0,85.33333333333333,86.66666666666667,95.33333333333333,86.0,57.0
92,C09,C,F,70.0,82.0,82.0,67.0,80.0,82.0,75.0,85.0,84.0,72.0,96.0,79.0,67.0,90.0,73.0,70.0,95.0,83.5,73.0,81.0,91.0,74.0,87.0,87.0,81.0,88.0,82.0,87.0,79.0,84.0,88.0,79.0,73.0,79.0,84.0,82.0,56.666666666666664,71.33333333333333,67.66666666666667,95.0,79.33333333333333,90.0,76.66666666666667,73.0,51.0,72.0,85.33333333333333,85.0,93.0,88.0,68.0,81.33333333333333,91.0,86.0,52.0
93,C10,C,F,79.0,81.0,89.0,77.0,85.0,83.0,78.0,81.0,89.0,79.0,94.0,90.0,75.0,89.0,86.0,80.0,98.0,92.0,74.0,85.0,87.0,73.0,88.0,89.0,84.0,93.0,85.0,94.0,84.0,83.0,79.0,87.0,72.0,88.0,85.0,90.0,58.0,65.33333333333333,71.33333333333333,98.0,81.33333333333333,85.33333333333333,77.33333333333333,72.0,48.0,84.0,88.66666666666667,88.0,90.0,87.0,73.33333333333333,86.0,89.33333333333333,79.0,51.0
94,C11,C,F,77.0,87.0,85.0,72.0,79.0,88.0,79.0,87.0,87.0,75.0,87.0,90.0,75.0,77.0,87.0,72.0,79.0,81.5,78.0,88.0,85.0,69.0,80.0,83.0,73.0,91.0,84.0,89.0,78.0,71.0,77.0,75.0,78.0,77.0,84.0,83.0,58.0,68.0,65.66666666666667,94.0,77.33333333333333,78.0,78.0,68.0,44.0,81.33333333333333,88.66666666666667,86.33333333333333,80.0,84.0,82.0,72.66666666666667,90.66666666666667,79.0,53.0
95,C12,C,F,78.0,93.0,92.0,81.0,87.0,95.0,87.0,87.0,95.0,81.0,92.0,92.0,84.0,95.0,93.0,78.0,87.0,95.5,81.0,94.0,92.0,86.0,90.0,91.0,85.0,97.0,86.0,92.0,90.0,84.0,92.0,88.0,72.0,88.0,92.0,100.0,65.33333333333333,74.0,73.66666666666667,99.0,88.66666666666667,92.0,85.33333333333333,78.0,48.0,78.0,86.0,96.0,90.0,86.0,79.33333333333333,81.33333333333333,93.0,85.0,50.0
96,C13,C,F,74.0,84.0,83.0,74.0,75.0,87.0,81.0,83.0,86.0,75.0,97.0,93.0,67.0,86.0,76.0,81.0,86.0,84.0,74.0,93.0,79.0,69.0,80.0,85.0,72.0,90.0,78.0,80.0,77.0,69.0,68.0,74.0,68.0,73.0,70.0,71.0,56.0,56.0,67.66666666666667,93.0,77.33333333333333,71.33333333333333,74.66666666666667,66.0,38.0,74.0,83.33333333333333,84.66666666666667,68.0,75.0,80.0,80.66666666666667,86.0,69.0,44.0
97,C14,C,F,80.0,82.0,87.0,71.0,80.0,86.0,74.0,84.0,83.0,79.0,76.0,90.0,77.0,81.0,82.0,77.0,77.0,94.0,74.0,90.0,95.0,68.0,80.0,94.0,83.0,81.0,87.0,89.0,77.0,76.0,94.0,83.0,77.0,73.0,87.0,80.0,61.333333333333336,60.666666666666664,78.66666666666667,94.0,80.0,90.66666666666667,85.33333333333333,75.0,47.0,81.33333333333333,88.66666666666667,89.66666666666667,80.0,85.0,80.66666666666667,87.33333333333333,89.33333333333333,83.0,52.0
98,C15,C,M,76.0,100.0,90.0,80.0,96.0,92.0,79.0,90.0,86.0,85.0,100.0,98.0,82.0,100.0,84.0,77.0,100.0,93.5,78.0,95.0,96.0,78.0,93.0,92.0,85.0,100.0,88.0,97.0,84.0,97.0,91.0,98.0,77.0,95.0,91.0,96.0,63.333333333333336,80.0,74.0,96.0,83.33333333333333,100.0,90.66666666666667,85.0,56.0,83.33333333333333,97.33333333333333,94.33333333333333,94.0,98.0,80.0,99.33333333333333,94.0,88.0,57.0
99,C16,C,M,84.0,100.0,87.0,83.0,94.0,92.0,77.0,94.0,91.0,83.0,98.0,96.0,82.0,97.0,95.0,87.0,96.0,91.0,75.0,95.0,96.0,81.0,100.0,94.0,80.0,91.0,93.0,98.0,84.0,98.0,95.0,96.0,78.0,96.0,92.0,94.0,62.0,75.33333333333333,75.0,97.0,82.0,97.33333333333333,83.33333333333333,83.0,59.0,83.33333333333333,94.0,94.0,89.0,97.0,78.0,93.33333333333333,94.66666666666667,88.0,56.0
100,C17,C,M,73.0,95.0,87.0,79.0,86.0,85.0,71.0,85.0,86.0,77.0,96.0,90.0,83.0,90.0,82.0,78.0,98.0,90.5,78.0,88.0,91.0,79.0,90.0,90.0,89.0,91.0,88.0,96.0,82.0,90.0,91.0,91.0,70.0,91.0,80.0,97.0,56.0,71.33333333333333,68.33333333333333,100.0,82.66666666666667,96.66666666666667,79.33333333333333,86.0,59.0,82.0,97.33333333333333,86.66666666666667,90.0,90.0,76.66666666666667,88.66666666666667,88.66666666666667,80.0,57.0
101,C18,C,M,74.0,95.0,97.0,83.0,94.0,96.0,77.0,90.0,95.0,87.0,98.0,95.0,84.0,98.0,98.0,88.0,94.0,94.0,81.0,93.0,95.0,86.0,91.0,95.0,82.0,94.0,93.0,95.0,85.0,98.0,99.0,94.0,78.0,93.0,90.0,99.0,62.666666666666664,70.66666666666667,75.66666666666667,99.0,78.66666666666667,86.66666666666667,90.0,88.0,56.0,82.66666666666667,95.33333333333333,91.66666666666667,91.0,96.0,82.0,97.33333333333333,95.33333333333333,87.0,56.0
102,C19,C,M,84.0,84.0,93.0,82.0,84.0,94.0,81.0,90.0,96.0,74.0,94.0,96.0,81.0,92.0,90.0,85.0,88.0,94.5,78.0,90.0,92.0,73.0,76.0,92.0,68.0,81.0,87.0,91.0,85.0,86.0,91.0,77.0,75.0,81.0,85.0,82.0,60.0,65.33333333333333,73.33333333333333,94.0,79.33333333333333,79.33333333333333,84.66666666666667,70.0,35.0,78.0,82.0,91.66666666666667,79.0,79.0,76.66666666666667,76.66666666666667,90.0,79.0,49.0
103,C20,C,M,71.0,93.0,95.0,82.0,95.0,93.0,73.0,90.0,91.0,75.0,98.0,96.0,79.0,94.0,91.0,84.0,95.0,94.0,76.0,91.0,96.0,74.0,94.0,93.0,87.0,93.0,93.0,93.0,84.0,96.0,93.0,87.0,78.0,88.0,92.0,96.0,64.66666666666667,76.66666666666667,77.0,97.0,81.33333333333333,95.33333333333333,84.0,85.0,57.0,88.0,96.66666666666667,92.0,89.0,97.0,80.66666666666667,96.66666666666667,94.66666666666667,89.0,57.0
104,C21,C,M,78.0,71.0,94.0,80.0,88.0,89.0,77.0,83.0,93.0,71.0,78.0,94.0,74.0,82.0,87.0,78.0,75.0,86.5,81.0,81.0,95.0,71.0,76.0,93.0,70.0,83.0,84.0,84.0,84.0,79.0,89.0,77.0,73.0,82.0,91.0,82.0,58.666666666666664,73.33333333333333,71.0,89.0,80.0,82.0,79.33333333333333,71.0,33.0,78.66666666666667,88.0,90.0,68.0,69.0,76.66666666666667,82.0,89.66666666666667,72.0,45.0
105,C22,C,M,79.0,92.0,89.0,82.0,99.0,93.0,81.0,88.0,83.0,75.0,90.0,89.0,79.0,87.0,90.0,84.0,91.0,94.5,82.0,92.0,89.0,76.0,82.0,93.0,81.0,95.0,85.0,89.0,81.0,87.0,90.0,89.0,75.0,86.0,89.0,97.0,64.66666666666667,76.0,74.66666666666667,96.0,82.66666666666667,93.33333333333333,82.66666666666667,74.0,50.0,78.0,95.33333333333333,87.66666666666667,86.0,93.0,79.33333333333333,88.66666666666667,91.0,85.0,57.0
108,C25,C,M,79.0,92.0,91.0,77.0,88.0,94.0,83.0,96.0,96.0,83.0,95.0,92.0,80.0,95.0,98.0,69.0,96.0,97.5,81.0,91.0,97.0,76.0,86.0,95.0,84.0,100.0,94.0,94.0,84.0,97.0,98.0,96.0,73.0,95.0,94.0,98.0,59.333333333333336,75.33333333333333,77.33333333333333,99.0,84.0,97.33333333333333,85.33333333333333,87.0,56.0,80.0,98.66666666666667,90.66666666666667,98.0,94.0,84.66666666666667,93.33333333333333,95.66666666666667,88.0,54.0
109,C26,C,M,79.0,88.0,88.0,81.0,93.0,92.0,87.0,98.0,99.0,83.0,97.0,94.0,85.0,96.0,93.0,85.0,95.0,96.0,82.0,92.0,95.0,81.0,89.0,92.0,83.0,87.0,90.0,92.0,82.0,84.0,98.0,84.0,81.0,93.0,93.0,97.0,60.0,72.0,73.66666666666667,92.0,78.66666666666667,95.33333333333333,86.0,76.0,53.0,78.0,92.0,93.33333333333333,97.0,96.0,80.0,95.33333333333333,91.66666666666667,87.0,53.0
110,C27,C,M,87.0,100.0,87.0,81.0,93.0,87.0,73.0,92.0,86.0,76.0,79.0,86.0,77.0,96.0,87.0,82.0,96.0,90.0,75.0,88.0,86.0,77.0,82.0,88.0,88.0,88.0,84.0,92.0,83.0,84.0,84.0,88.0,66.0,82.0,81.0,97.0,65.33333333333333,74.66666666666667,71.0,94.0,80.66666666666667,85.33333333333333,77.33333333333333,74.0,56.0,82.66666666666667,88.66666666666667,89.66666666666667,86.0,93.0,76.0,91.33333333333333,90.0,81.0,54.0
111,C28,C,M,82.0,80.0,83.0,72.0,82.0,84.0,77.0,87.5,86.0,71.0,82.0,83.0,65.0,86.0,75.0,68.0,83.0,81.5,76.0,80.0,78.0,59.0,74.0,81.0,69.0,89.0,75.0,77.0,72.0,73.0,82.0,79.0,53.0,54.0,68.0,76.0,50.666666666666664,52.666666666666664,65.66666666666667,89.0,74.0,67.33333333333333,70.0,75.0,32.0,70.0,76.66666666666667,77.0,78.0,77.0,54.666666666666664,66.66666666666667,79.33333333333333,62.0,36.0
112,C29,C,M,70.0,84.0,91.0,71.0,82.0,82.0,73.0,90.0,87.0,74.0,68.0,88.0,74.0,80.0,83.0,66.0,89.0,89.0,73.0,90.0,87.0,72.0,69.0,80.0,82.0,86.0,86.0,83.0,77.0,86.0,89.0,83.0,70.0,84.0,79.0,76.0,59.333333333333336,69.33333333333333,72.66666666666667,95.0,72.0,87.33333333333333,85.33333333333333,75.0,45.0,76.0,87.33333333333333,85.66666666666667,90.0,91.0,80.0,84.66666666666667,90.0,81.0,55.0
113,C30,C,M,75.0,80.0,88.0,74.0,83.0,87.0,67.0,87.0,81.0,74.0,69.0,85.0,79.0,87.0,80.0,81.0,83.0,91.0,75.0,76.0,85.0,69.0,79.0,88.0,82.0,81.0,83.0,92.0,80.0,83.0,89.0,79.0,74.0,85.0,82.0,82.0,60.0,61.333333333333336,71.33333333333333,90.0,79.33333333333333,85.33333333333333,80.0,82.0,45.0,80.66666666666667,93.33333333333333,88.66666666666667,89.0,83.0,76.66666666666667,94.66666666666667,91.66666666666667,77.0,53.0
114,C31,C,M,84.0,84.0,86.0,76.0,79.0,88.0,75.0,91.0,75.0,72.0,80.0,93.0,70.0,89.0,75.0,70.0,83.0,85.0,77.0,88.0,83.0,60.0,78.0,84.0,70.0,85.0,74.0,80.0,71.0,76.0,85.0,77.0,67.0,81.0,73.0,69.0,52.0,67.33333333333333,69.0,89.0,70.66666666666667,76.0,62.666666666666664,66.0,41.0,76.0,74.66666666666667,73.0,79.0,74.0,55.333333333333336,83.33333333333333,83.33333333333333,73.0,39.0
115,C32,C,M,79.0,83.0,83.0,78.0,79.0,93.0,66.0,88.0,91.0,75.0,84.0,94.0,70.0,85.0,91.0,80.0,87.0,96.5,75.0,90.0,94.0,74.0,83.0,95.0,81.0,84.0,88.0,86.0,78.0,70.0,94.0,73.0,65.0,77.0,82.0,68.0,52.666666666666664,66.0,73.0,84.0,80.66666666666667,68.66666666666667,82.0,67.0,45.0,69.33333333333333,75.33333333333333,88.0,72.0,85.0,65.33333333333333,72.0,89.33333333333333,73.0,46.0
116,C33,C,M,68.0,86.0,88.0,61.0,93.0,87.0,77.0,88.0,89.0,72.0,85.0,85.0,77.0,91.0,94.0,82.0,90.0,96.0,66.0,89.0,91.0,68.0,76.0,88.0,79.0,90.0,90.0,90.0,84.0,92.0,92.0,89.0,74.0,80.0,84.0,82.0,61.333333333333336,76.66666666666667,77.66666666666667,96.0,79.33333333333333,85.33333333333333,85.33333333333333,77.0,48.0,79.33333333333333,89.33333333333333,93.66666666666667,96.0,90.0,74.0,85.33333333333333,90.66666666666667,86.0,54.0
117,C34,C,F,79.0,86.0,91.0,87.0,85.0,95.0,83.0,93.0,90.0,74.0,91.0,97.0,86.0,91.0,89.0,86.0,92.0,91.5,80.0,92.0,90.0,83.0,87.0,94.0,83.0,88.0,83.0,97.0,83.0,84.0,92.0,86.0,75.0,86.0,93.0,89.0,62.0,68.0,73.66666666666667,97.0,84.0,94.66666666666667,84.66666666666667,80.0,45.0,86.0,92.0,89.0,94.0,84.0,80.66666666666667,84.0,86.33333333333333,86.0,52.0
118,C35,C,F,67.0,73.0,77.0,69.0,81.0,74.0,66.0,72.0,62.0,64.0,81.0,70.0,74.0,78.0,68.0,65.0,80.0,66.0,71.0,80.0,73.0,70.0,68.0,69.0,76.0,80.0,62.0,82.0,71.0,72.0,66.0,73.0,60.0,79.0,63.0,77.0,51.333333333333336,62.666666666666664,56.0,86.0,68.0,63.333333333333336,59.333333333333336,67.0,37.0,70.0,82.0,62.0,72.0,72.0,63.333333333333336,75.33333333333333,80.0,74.0,46.0
119,C36,C,F,72.0,68.0,78.0,70.0,68.0,75.0,74.0,74.0,68.0,72.0,88.0,82.0,73.0,90.0,63.0,77.0,76.0,70.5,68.0,78.0,78.0,69.0,83.0,68.0,71.0,70.0,73.0,74.0,77.0,70.0,61.0,66.0,60.0,73.0,70.0,46.0,52.666666666666664,54.0,57.333333333333336,69.0,70.0,70.66666666666667,53.333333333333336,57.0,33.0,79.0,87.33333333333333,86.83333333333333,83.0,86.0,70.66666666666667,69.33333333333333,74.0,56.0,37.0
120,C37,C,F,75.0,86.0,85.0,77.0,86.0,85.0,93.0,100.0,91.0,83.0,97.0,95.0,85.0,96.0,92.0,79.0,96.0,95.0,80.0,82.0,92.0,80.0,94.0,94.0,84.0,91.0,93.0,92.0,87.0,86.0,91.0,83.0,79.0,88.0,92.0,86.0,59.333333333333336,71.33333333333333,75.33333333333333,93.0,80.0,88.66666666666667,82.0,83.0,55.0,80.0,88.0,94.66666666666667,91.0,91.0,82.66666666666667,84.66666666666667,96.0,83.0,55.0
121,D01,D,F,75.0,85.0,85.0,80.0,98.0,82.0,83.0,94.0,89.0,80.0,97.0,92.0,79.0,97.0,88.0,83.0,98.0,92.5,77.0,93.0,90.0,72.0,97.0,90.0,75.0,95.0,86.0,100.0,85.0,93.0,94.0,90.0,75.0,85.0,86.0,87.0,64.66666666666667,74.66666666666667,78.33333333333333,94.0,84.66666666666667,90.66666666666667,91.33333333333333,87.0,54.0,84.0,90.66666666666667,93.33333333333333,93.0,97.0,80.0,91.33333333333333,96.33333333333333,86.0,52.0
122,D02,D,F,69.0,95.0,62.0,77.0,93.0,70.0,63.0,80.0,70.0,73.0,92.0,71.0,72.0,92.0,55.0,68.0,92.0,55.5,75.0,84.0,51.0,69.0,88.0,56.0,68.0,91.0,52.0,86.0,83.0,80.0,48.0,70.0,78.0,87.0,51.0,75.0,58.666666666666664,68.66666666666667,36.0,86.0,74.0,66.66666666666667,61.333333333333336,72.0,48.0,82.66666666666667,91.33333333333333,66.0,60.0,84.0,78.66666666666667,81.33333333333333,68.66666666666667,66.0,47.0
123,D03,D,F,79.0,95.0,90.0,81.0,92.0,91.0,78.0,90.0,96.0,78.0,93.0,90.0,79.0,89.0,88.0,76.0,87.0,89.0,73.0,87.0,90.0,74.0,73.0,88.0,90.0,84.0,79.0,96.0,86.0,75.0,90.0,90.0,80.0,75.0,89.0,70.0,57.333333333333336,60.666666666666664,64.0,88.0,83.33333333333333,62.0,78.66666666666667,73.0,46.0,79.33333333333333,79.33333333333333,86.33333333333333,70.0,86.0,75.33333333333333,70.66666666666667,93.66666666666667,74.0,48.0
124,D04,D,F,79.0,98.0,92.0,81.0,88.0,95.0,81.0,91.0,94.0,81.0,93.0,92.0,82.0,96.0,90.0,81.0,90.0,96.0,77.0,90.0,94.0,77.0,90.0,91.0,88.0,97.0,85.0,91.0,83.0,86.0,92.0,90.0,75.0,82.0,91.0,86.0,60.666666666666664,74.66666666666667,75.33333333333333,97.0,80.0,77.33333333333333,84.0,75.0,56.0,83.33333333333333,90.66666666666667,93.66666666666667,89.0,89.0,78.66666666666667,86.0,96.0,81.0,52.0
125,D05,D,F,71.0,94.0,86.0,71.0,92.0,96.0,76.0,88.0,92.0,83.0,90.0,92.0,70.0,93.0,86.0,75.0,89.0,93.5,68.0,88.0,88.0,71.0,93.0,93.0,81.0,79.0,82.0,89.0,86.0,80.0,89.0,82.0,78.0,85.0,92.0,72.0,58.666666666666664,64.66666666666667,70.66666666666667,92.0,77.33333333333333,84.0,86.0,75.0,50.0,72.66666666666667,92.0,88.66666666666667,87.0,91.0,76.0,82.66666666666667,88.0,76.0,52.0
127,D07,D,F,71.0,80.0,88.0,78.0,89.0,89.0,73.0,81.0,87.0,78.0,87.0,90.0,71.0,91.0,84.0,79.0,87.0,91.5,65.0,84.0,86.0,68.0,82.0,83.0,78.0,81.0,80.0,87.0,86.0,74.0,88.0,83.0,70.0,74.0,86.0,63.0,56.666666666666664,64.66666666666667,71.33333333333333,90.0,72.0,70.0,75.33333333333333,74.0,41.0,80.0,86.0,80.0,74.0,83.0,80.66666666666667,81.33333333333333,88.0,70.0,47.0
128,D08,D,F,75.0,93.0,80.0,78.0,86.0,80.0,80.0,87.5,76.0,78.0,70.0,78.0,69.0,85.0,70.0,79.0,97.0,82.0,72.0,80.0,81.0,67.0,85.0,83.0,75.0,82.0,71.0,92.0,82.0,65.0,79.0,78.0,75.0,74.0,87.0,64.0,55.333333333333336,58.0,68.66666666666667,88.0,78.66666666666667,69.33333333333333,80.66666666666667,68.0,49.0,79.33333333333333,87.33333333333333,80.0,64.0,81.0,69.33333333333333,71.33333333333333,85.33333333333333,55.0,38.0
129,D09,D,F,79.0,100.0,78.0,80.0,93.0,85.0,74.0,90.0,92.0,76.0,97.0,93.0,73.0,93.0,79.0,77.0,95.0,83.5,78.0,85.0,85.0,67.0,81.0,82.0,76.0,91.0,78.0,82.0,83.0,81.0,78.0,85.0,79.0,85.0,83.0,83.0,58.0,66.0,63.333333333333336,93.0,81.33333333333333,67.33333333333333,76.0,74.0,49.0,84.66666666666667,80.66666666666667,81.66666666666667,75.0,88.0,72.0,83.33333333333333,84.33333333333333,75.0,50.0
131,D11,D,F,75.0,92.0,92.0,81.0,90.0,95.0,82.0,88.0,92.0,80.0,94.0,97.0,74.0,94.0,92.0,86.0,92.0,94.5,75.0,88.0,93.0,71.0,83.0,97.0,89.0,98.0,92.0,91.0,82.0,86.0,96.0,87.0,84.0,83.0,93.0,87.0,59.333333333333336,74.0,77.33333333333333,88.0,79.33333333333333,85.33333333333333,87.33333333333333,71.0,48.0,83.33333333333333,89.33333333333333,91.0,86.0,94.0,84.66666666666667,86.66666666666667,94.33333333333333,83.0,51.0
132,D12,D,F,78.0,85.0,88.0,84.0,85.0,88.0,76.0,79.0,85.0,78.0,84.0,88.0,67.0,72.0,74.0,81.0,83.0,86.0,76.0,78.0,82.0,67.0,75.0,82.0,81.0,76.0,69.0,83.0,82.0,60.0,74.0,75.0,74.0,69.0,79.0,65.0,58.666666666666664,57.333333333333336,64.0,71.0,77.33333333333333,64.66666666666667,62.0,59.0,44.0,72.66666666666667,65.33333333333333,70.66666666666667,60.0,76.0,74.66666666666667,70.66666666666667,82.33333333333333,54.0,47.0
133,D13,D,F,70.0,69.0,60.0,74.0,68.0,57.0,74.0,70.0,57.0,71.0,77.0,61.0,73.0,55.0,46.0,71.0,64.0,58.5,73.0,78.0,54.0,74.0,57.0,45.0,71.0,52.0,37.0,70.0,77.0,47.0,36.0,59.0,64.0,53.0,48.0,41.0,54.0,51.333333333333336,30.666666666666668,62.0,73.33333333333333,50.0,36.666666666666664,35.0,28.0,72.0,64.66666666666667,30.666666666666668,50.0,49.0,77.0,82.66666666666667,88.66666666666667,79.0,50.0
134,D14,D,F,77.0,68.0,72.0,81.0,64.0,71.0,74.0,74.0,62.0,79.0,75.0,62.0,78.0,60.0,52.0,76.0,67.0,56.0,74.0,66.0,60.0,67.0,60.0,58.0,76.0,57.0,49.0,55.0,81.0,55.0,51.0,46.0,71.0,54.0,60.0,30.0,56.0,36.666666666666664,49.333333333333336,58.0,70.66666666666667,39.333333333333336,44.666666666666664,45.0,30.0,77.33333333333333,58.666666666666664,55.333333333333336,57.0,56.0,71.33333333333333,56.666666666666664,56.666666666666664,42.0,31.0
135,D15,D,F,76.0,85.0,87.0,77.0,86.0,84.0,67.0,79.0,82.0,79.0,81.0,85.0,80.0,77.0,72.0,69.0,75.0,76.5,79.0,75.0,78.0,64.0,63.0,70.0,76.0,46.0,67.0,75.0,72.0,70.0,64.0,62.0,68.0,65.0,73.0,46.0,55.333333333333336,57.333333333333336,60.0,71.0,71.33333333333333,48.0,63.333333333333336,56.0,40.0,81.33333333333333,79.33333333333333,76.66666666666667,64.0,65.0,77.33333333333333,55.333333333333336,76.33333333333333,65.0,41.0
136,D16,D,F,72.0,81.0,76.0,77.0,86.0,77.0,74.0,82.0,88.0,84.0,91.0,87.0,81.0,93.0,77.0,77.0,90.0,85.5,75.0,84.0,82.0,75.0,80.0,89.0,89.0,81.0,86.0,88.0,80.0,83.0,91.0,78.0,75.0,81.0,88.0,82.0,62.0,72.66666666666667,74.0,92.0,74.66666666666667,82.0,76.66666666666667,70.0,45.0,78.0,85.33333333333333,90.33333333333333,87.0,91.0,82.0,82.0,92.0,81.0,54.0
137,D17,D,M,66.0,84.0,89.0,72.0,91.0,84.0,80.0,92.0,94.0,73.0,95.0,95.0,88.0,94.0,91.0,80.0,93.0,93.5,79.0,90.0,87.0,77.0,82.0,95.0,83.0,96.0,82.0,87.0,83.0,84.0,93.0,84.0,74.0,87.0,90.0,80.0,58.0,68.66666666666667,72.33333333333333,87.0,77.33333333333333,86.0,86.66666666666667,72.0,52.0,74.66666666666667,91.33333333333333,90.0,71.0,80.0,78.0,89.33333333333333,91.66666666666667,80.0,50.0
138,D18,D,M,73.0,89.0,82.0,74.0,79.0,77.0,74.0,96.0,77.0,71.0,88.0,82.0,76.0,85.0,75.0,74.0,91.0,82.5,70.0,84.0,84.0,65.0,86.0,84.0,78.0,87.0,79.0,98.0,84.0,86.0,81.0,88.0,72.0,84.0,73.0,91.0,56.666666666666664,68.0,64.66666666666667,95.0,79.33333333333333,78.0,71.33333333333333,77.0,53.0,74.0,88.0,84.66666666666667,87.0,96.0,76.0,81.33333333333333,88.66666666666667,84.0,53.0
139,D19,D,M,76.0,97.0,90.0,77.0,95.0,91.0,82.0,89.0,87.0,81.0,92.0,94.0,79.0,86.0,83.0,80.0,89.0,93.0,75.0,94.0,90.0,76.0,89.0,94.0,83.0,91.0,90.0,96.0,82.0,86.0,93.0,93.0,74.0,85.0,92.0,80.0,59.333333333333336,70.66666666666667,68.33333333333333,89.0,82.66666666666667,96.66666666666667,86.0,85.0,56.0,79.33333333333333,96.66666666666667,94.66666666666667,81.0,96.0,77.33333333333333,80.0,91.0,82.0,55.0
140,D21,D,M,76.0,81.0,78.0,77.0,82.0,84.0,72.0,87.0,78.0,75.0,80.0,86.0,71.0,79.0,78.0,75.0,83.0,80.5,71.0,77.0,82.0,67.0,73.0,83.0,73.0,75.0,80.0,84.0,77.0,62.0,77.0,72.0,74.0,61.0,80.0,64.0,57.333333333333336,49.333333333333336,66.0,87.0,74.66666666666667,68.66666666666667,79.33333333333333,74.0,51.0,73.33333333333333,83.33333333333333,82.66666666666667,73.0,81.0,66.66666666666667,74.66666666666667,85.33333333333333,77.0,47.0
141,D22,D,M,75.0,86.0,83.0,84.0,79.0,77.0,72.0,73.0,85.0,75.0,86.0,79.0,75.0,91.0,82.0,84.0,91.0,83.5,79.0,80.0,79.0,74.0,70.0,76.0,82.0,84.0,79.0,91.0,88.0,80.0,87.0,84.0,78.0,74.0,83.0,78.0,63.333333333333336,59.333333333333336,62.666666666666664,99.0,84.0,67.33333333333333,75.33333333333333,74.0,45.0,79.33333333333333,77.33333333333333,77.0,80.0,86.0,80.0,76.0,74.0,79.0,46.0
142,D23,D,M,73.0,78.0,80.0,80.0,81.0,80.0,77.0,87.5,86.0,70.0,77.0,83.0,64.0,87.0,78.0,74.0,77.0,81.5,70.0,63.0,72.0,68.0,67.0,75.0,72.0,60.0,76.0,79.0,83.0,54.0,77.0,72.0,69.0,60.0,75.0,62.0,53.333333333333336,48.0,65.33333333333333,73.0,64.66666666666667,44.666666666666664,68.66666666666667,69.0,43.0,74.66666666666667,75.33333333333333,77.33333333333333,61.0,55.0,68.0,72.66666666666667,79.33333333333333,57.0,32.0
143,D24,D,M,72.0,94.0,78.0,76.0,84.0,72.0,60.0,84.0,70.0,78.0,88.0,74.0,71.0,97.0,71.0,74.0,95.0,73.5,64.0,80.0,76.0,73.0,83.0,76.0,75.0,92.0,68.0,96.0,74.0,87.0,68.0,81.0,65.0,80.0,74.0,82.0,56.666666666666664,70.0,59.333333333333336,94.0,74.66666666666667,78.66666666666667,74.0,77.0,55.0,69.33333333333333,87.33333333333333,75.0,75.0,93.0,68.66666666666667,82.0,78.66666666666667,84.0,50.0
144,D25,D,M,60.0,83.0,64.0,64.0,78.0,64.0,48.0,70.0,56.0,68.0,81.0,60.0,68.0,91.0,63.0,69.0,88.0,71.5,71.0,71.0,67.0,65.0,81.5,60.0,67.0,80.0,57.0,84.0,73.0,57.0,63.0,72.0,65.0,69.0,60.0,50.0,58.666666666666664,62.0,49.333333333333336,63.0,70.0,60.666666666666664,52.0,59.0,44.0,68.66666666666667,84.0,50.666666666666664,61.0,67.0,66.66666666666667,74.0,73.0,57.0,41.0
