id,StuId,Class,Sex,CHI611,MATH611,ENG611,CHI612,MATH612,ENG612,CHI621,MATH621,ENG621,CHI622,MATH622,ENG622,CHI711,MATH711,ENG711,CHI712,MATH712,ENG712,CHI721,MATH721,ENG721,CHI722,MATH722,ENG722,CHI811,MATH811,ENG811,PHY811,CHI812,MATH812,ENG812,PHY812,CHI821,MATH821,ENG821,PHY821,CHI822,MATH822,ENG822,PHY822,CHI911,MATH911,ENG911,PHY911,CHE911,CHI912,MATH912,ENG912,PHY912,CHE912,CHI921,MATH921,ENG921,PHY921,CHE921
225,G12,G,F,74.0,73.0,85.0,76.0,70.0,76.0,86.0,83.0,87.0,83.0,85.0,80.0,84.0,82.0,90.0,80.0,81.0,88.5,79.0,77.0,93.0,78.0,67.0,91.0,81.0,87.0,88.0,95.0,84.0,79.0,87.0,75.0,81.0,80.0,82.0,83.0,62.0,68.66666666666667,72.0,96.0,87.33333333333333,87.33333333333333,74.0,73.0,48.0,82.0,84.66666666666667,88.66666666666667,75.0,91.0,80.0,82.66666666666667,87.33333333333333,83.0,48.0
226,G13,G,F,61.0,38.0,60.0,65.0,26.0,61.0,61.0,33.0,50.0,70.0,19.0,47.0,70.0,14.0,45.0,67.0,14.0,47.5,67.0,10.0,41.0,67.0,10.0,44.0,64.0,9.0,40.0,56.0,75.0,5.0,42.0,49.0,59.0,2.0,36.0,38.0,46.666666666666664,10.0,27.0,53.0,65.33333333333333,16.0,32.666666666666664,26.0,23.0,62.0,11.333333333333334,37.333333333333336,32.0,51.0,64.66666666666667,16.0,58.0,35.0,26.0
227,G14,G,F,59.0,33.0,57.0,49.0,19.0,55.0,54.0,10.0,51.0,53.0,9.0,41.0,51.0,21.0,46.0,59.0,10.0,45.5,48.0,14.0,52.0,49.0,15.0,39.0,56.0,11.0,39.0,59.0,55.0,2.0,42.0,48.0,53.0,11.0,42.0,21.0,46.0,10.0,35.666666666666664,54.0,57.333333333333336,2.6666666666666665,40.666666666666664,19.0,14.0,55.333333333333336,13.333333333333334,29.333333333333332,26.0,20.0,50.0,12.0,43.0,23.0,14.0
229,G16,G,M,78.0,74.0,66.0,59.0,60.0,74.0,75.0,45.0,68.0,74.0,76.0,72.0,76.0,64.0,72.0,84.0,80.0,79.5,82.0,73.0,80.0,79.0,49.0,67.0,83.0,70.0,77.0,92.0,81.0,66.0,74.0,81.0,69.0,69.0,80.0,83.0,56.0,59.333333333333336,62.0,90.0,69.33333333333333,71.33333333333333,76.0,77.0,50.0,75.33333333333333,72.0,78.33333333333333,85.0,91.0,68.66666666666667,79.33333333333333,88.0,71.0,49.0
231,G18,G,M,67.0,77.0,71.0,61.0,77.0,82.0,75.0,80.0,71.0,62.0,71.0,87.0,62.0,71.0,74.0,69.0,74.0,83.5,71.0,79.0,86.0,69.0,57.0,82.0,73.0,80.0,64.0,89.0,75.0,61.0,71.0,73.0,59.0,76.0,69.0,74.0,52.666666666666664,62.666666666666664,57.333333333333336,79.0,68.66666666666667,77.33333333333333,60.666666666666664,69.0,44.0,73.33333333333333,78.0,76.0,80.0,82.0,62.666666666666664,78.66666666666667,82.33333333333333,78.0,42.0
232,G19,G,M,69.0,76.0,56.0,69.0,69.0,71.0,73.0,87.0,77.0,74.0,81.0,82.0,67.0,80.0,74.0,75.0,93.0,87.5,68.0,87.0,82.0,72.0,85.0,84.0,75.0,86.0,84.0,91.0,82.0,83.0,87.0,83.0,60.0,80.0,84.0,96.0,55.333333333333336,68.66666666666667,74.0,96.0,72.0,80.0,68.66666666666667,73.0,51.0,74.0,90.66666666666667,87.33333333333333,89.0,86.0,73.33333333333333,94.0,89.33333333333333,78.0,54.0
233,G20,G,M,73.0,92.0,75.0,79.0,84.0,74.0,75.0,75.0,80.0,74.0,63.0,85.0,76.0,78.0,72.0,78.0,86.0,78.0,76.0,75.0,78.0,76.0,72.0,85.0,84.0,84.0,76.0,87.0,81.0,55.0,73.0,76.0,76.0,78.0,74.0,76.0,56.666666666666664,50.666666666666664,61.0,82.0,76.0,60.0,71.33333333333333,67.0,44.0,80.0,74.0,78.0,77.0,70.0,72.0,80.66666666666667,87.0,76.0,44.0
234,G21,G,M,69.0,49.0,68.0,73.0,57.0,74.0,72.0,66.0,68.0,69.0,47.0,73.0,73.0,47.0,70.0,76.0,56.0,76.5,69.0,50.0,72.0,58.0,41.0,69.0,67.0,42.0,62.0,63.0,78.0,33.0,68.0,69.0,69.0,41.0,68.0,43.0,55.333333333333336,28.666666666666668,56.666666666666664,75.0,67.33333333333333,38.0,62.0,53.0,31.0,74.66666666666667,47.333333333333336,73.0,57.0,48.0,70.66666666666667,48.666666666666664,72.0,48.0,31.0
237,G24,G,M,75.0,62.0,60.0,77.0,55.0,71.0,78.0,64.0,69.0,73.0,54.0,71.0,79.0,44.0,67.0,80.0,61.0,73.0,77.0,66.0,64.0,70.0,37.0,63.0,79.0,54.0,56.0,78.0,79.0,45.0,57.0,67.0,70.0,27.0,55.0,49.0,56.666666666666664,24.0,48.666666666666664,77.0,84.66666666666667,16.666666666666668,43.333333333333336,44.0,17.0,74.66666666666667,22.666666666666668,50.0,42.0,24.0,77.0,82.66666666666667,88.66666666666667,79.0,50.0
238,G25,G,M,67.0,49.0,49.0,55.0,54.0,55.0,72.0,51.0,60.0,74.0,26.0,49.0,45.0,12.0,33.0,74.0,18.0,49.5,77.0,27.0,44.0,66.0,15.0,46.0,78.0,3.0,32.0,79.0,80.0,8.0,45.0,62.0,53.0,12.0,29.0,36.0,51.333333333333336,9.333333333333334,38.666666666666664,67.0,71.33333333333333,8.0,23.333333333333332,30.0,33.0,62.666666666666664,13.333333333333334,35.0,46.0,75.0,62.0,6.666666666666667,40.0,42.0,39.0
239,G26,G,M,41.0,43.0,57.0,51.0,63.0,69.0,69.0,73.0,70.0,45.0,57.0,66.0,52.0,50.0,62.0,67.0,41.0,68.5,35.0,41.0,76.0,55.0,47.0,66.0,70.0,37.0,46.0,69.0,33.0,13.0,57.0,58.0,37.0,28.0,48.0,35.0,38.666666666666664,18.666666666666668,24.0,48.0,56.666666666666664,34.666666666666664,39.333333333333336,48.0,47.0,46.0,36.0,43.333333333333336,57.0,74.0,36.0,45.333333333333336,49.333333333333336,41.0,42.0
240,G27,G,M,70.0,80.0,77.0,69.0,75.0,77.0,76.0,87.0,79.0,82.0,56.0,78.0,77.0,74.0,74.0,78.0,75.0,81.5,76.0,84.0,86.0,73.0,81.0,81.0,85.0,63.0,77.0,84.0,79.0,74.0,78.0,85.0,73.0,73.0,78.0,81.0,60.666666666666664,62.0,68.0,98.0,74.66666666666667,79.33333333333333,70.66666666666667,67.0,51.0,79.33333333333333,88.66666666666667,82.0,88.0,86.0,74.66666666666667,76.0,89.66666666666667,74.0,52.0
242,G29,G,M,59.0,12.0,62.0,57.0,9.0,54.0,48.0,12.0,48.0,60.0,19.0,58.0,57.0,10.0,50.0,62.0,18.0,45.5,59.0,18.0,60.0,60.0,4.0,44.0,54.0,7.0,46.0,47.0,58.0,2.0,45.0,53.0,49.0,5.0,41.0,17.0,40.666666666666664,28.666666666666668,41.333333333333336,46.0,57.333333333333336,2.6666666666666665,34.0,22.0,14.0,59.333333333333336,6.666666666666667,38.666666666666664,30.0,25.0,52.0,17.333333333333332,51.666666666666664,29.0,9.0
243,G30,G,M,66.0,56.0,72.0,70.0,62.0,70.0,71.0,61.0,72.0,62.0,64.0,78.0,56.0,52.0,74.0,64.0,55.0,77.5,57.0,73.0,82.0,67.0,63.0,68.0,64.0,64.0,76.0,79.0,58.0,58.0,78.0,78.0,41.0,63.0,74.0,67.0,43.333333333333336,48.666666666666664,65.33333333333333,89.0,63.333333333333336,61.333333333333336,63.333333333333336,60.0,49.0,56.666666666666664,56.666666666666664,73.66666666666667,68.0,88.0,68.0,68.66666666666667,82.33333333333333,68.0,50.0
